fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
7.57150485901764,0.21999514533524106,0.342849514098236,4.843300997920817,0.03557135921907487,34.7150485901764,130.85825249480206,0.9926860194360706,3.1771262125779693,0.4042815531444923,11.299854360057232,7.571359219074872,1.0
7.013753701888755,0.3195724143833225,0.44986995026111987,6.237733977500232,0.05497024641222026,45.4461082844461,186.171034246671,0.9962609655251109,3.258884729288885,0.47485123206110125,9.24721182322221,5.7639408838889405,0.7639408838889405
6.4958698884771735,0.4260632646165217,0.2240948969247826,13.262214261578261,0.03608260223045652,45.615995268619564,199.11775599852174,0.9965090862453503,3.1364762757688043,0.42507908077065215,10.352372423119565,6.901581615413043,1.0
8.362618535897091,0.47675812366855985,0.18373814641029074,2.2270324946742392,0.08198204577119945,19.08553546548614,48.64413958777146,0.9972181198635497,3.290675812366856,0.6237381464102908,9.371172082445707,5.355860412228532,0.0
8.77458107454894,0.36300457009582976,0.35248095793404277,5.325266588923402,0.07979817196166811,29.2465724281277,100.35281822576167,0.996899542990417,3.2174885747604254,0.5344687710118301,10.424961915868085,5.349771495208513,0.5500761682638289
7.708433765917238,0.2759380334403946,0.3404991464953687,1.4440619665596053,0.04679690167201973,33.59380334403946,153.6127347137736,0.9935482788495182,3.1137177364632507,0.48915662340827626,10.049053431513293,5.440619665596055,1.0
7.069534075222393,0.14132614734432544,0.3230465924777608,8.594624482338943,0.047297496548926295,57.29749654892629,151.3369263278373,0.9948655924947407,3.372580667700153,0.40086022256671766,10.253045893773017,5.304659247776078,1.0
6.69229587901354,0.31231123629593804,0.3292142306189557,6.353160982785309,0.05853775274081238,49.07396975338495,207.06475538394602,0.9952243767560736,3.329229587901354,0.559229587901354,10.207550548162478,5.0,1.0
6.367657117638691,0.26127618627311516,0.25387238137268847,7.535314235277382,0.04103409578449503,21.38723813726885,111.99561774466571,0.9933024647274395,3.0948514323541962,0.3954895254907539,10.877447627453769,6.0,1.0
7.100468043356132,0.3167212717248821,0.22330213044292452,4.796255653150942,0.05099765978321934,27.30213044292451,157.94851523082545,0.9944313831526828,3.2400234021678065,0.43667446738926885,9.9007020650342,5.0,1.0
7.272649162079168,0.4751365140059177,0.17529069272179126,1.4672649162079168,0.05617947486237505,23.726491620791684,72.6769452477249,0.9954075455756564,3.3507178994495,0.5427350837920831,9.365470167584167,5.327350837920831,0.32735083792083153
7.2159540122518875,0.37803449081108437,0.19797700612594377,6.373068748100723,0.06426356405047873,15.938735336926907,64.04976772604498,0.9955512378931879,3.2680344908110843,0.46042759264886746,10.420229938740562,5.460114969370281,0.5398850306297188
7.33754825705069,0.4983844905533026,0.25024260058556075,3.9671750691920162,0.0664508364555453,15.048520117112151,57.569563038955515,0.9964524903485897,3.2730012868546847,0.5482503217136714,9.665006434273424,5.174967828632873,0.17496782863287286
7.473570958535058,0.4883712217554255,0.35788567668280463,6.187215836834309,0.06893853476573451,17.68715507808849,102.6342969951586,0.9974712227241762,3.3378426409261266,0.7915427067312186,10.621573590738732,5.105716165859768,0.05285808292988403
5.889650803409044,0.1820698393181913,0.31310475897728696,1.0896508034090435,0.03858603213636175,39.10349196590957,111.99873298862262,0.9906980085492041,3.4551745982954785,0.4319534404545391,11.191978780682087,5.298836011363479,1.0
8.285029077060647,0.5357485461469677,0.13275436155909712,2.193600110607017,0.06427657158658145,6.446856826837095,12.936001106070165,0.9960569831067987,3.3836228192204514,0.6602057601086212,11.3,6.0,0.0
7.126009292564007,0.3243944244615959,0.30439442446159587,4.730975719220726,0.04969953537179965,33.94176558716131,142.74455335636338,0.9945699679855347,3.247981414871986,0.5052018585128014,10.035869904103903,6.0,1.0
6.904956252411176,0.6578308968862133,0.08639650019289406,1.6229737514467053,0.0818588917277498,20.540524971065892,78.64256652521102,0.9946407230042437,3.224699708349408,0.511801749903553,9.522973751446706,5.0,0.5300291650592162
6.916492044920572,0.2421290906243049,0.3615444314444002,6.577053423864183,0.03434031820317713,27.835079550794283,118.04798861322479,0.9924834743254083,3.183778295116362,0.40340318203177133,11.404798861322476,7.0,1.0
6.812441657493038,0.30124416574930385,0.26523681968295737,10.736957669161793,0.045360241890504055,28.68245464553049,148.03068306913113,0.9950159606720607,3.127725151181565,0.4093128779539126,10.852368196829573,5.806871220460875,0.8068712204608742
7.393643103890975,0.2784126392606998,0.1715873607393002,2.5682900509731166,0.046317472147860035,30.698513256810323,127.95278910117132,0.9934070037654477,3.103810411089503,0.43634944295720074,9.841263926069981,5.0,1.0
6.030743634263487,0.3930743634263487,0.3364793113432871,5.248263888903384,0.04895536747696358,29.37355324075282,157.94379340298613,0.9927407595486308,3.29890914351719,0.4440661168981179,10.863802083322462,5.81322337962359,1.0
8.437869962632472,0.23701958760090092,0.3708190956262694,1.2432263354565931,0.06740266634396806,7.459358012739559,29.107753044588456,0.9936118215554994,3.0072905341826375,0.38810337392784605,9.778386832271703,5.243226335456593,0.756773664543407
6.826084198692347,0.3733328047493666,0.36855123023973635,2.0,0.037173788941155625,14.565210496730867,84.46370146839838,0.9916794074889304,3.2794201749455145,0.613043685098074,11.853629853160161,5.811596501089711,0.8115965010897107
6.728274990492535,0.32803964543774067,0.236522142585501,7.060792908754814,0.048717250095074646,28.978321387825147,96.86992832695088,0.9951021678612174,3.3715175028522397,0.4880396454377407,11.219510750957367,5.673892870724951,0.32610712927504915
8.860388009926563,0.24,0.3066034458484135,9.205646448557571,0.0415659476083137,91.62328059559376,180.18922820390748,0.9952990299751836,3.0079223980146876,0.4215086146210336,10.709439697652765,4.2452584386310095,1.0
6.201984153884988,0.21163757026236468,0.4431018487134181,1.274193133350161,0.05054589964127158,19.52605810242171,90.4962957941469,0.9934359788718466,3.19,0.4947394189757829,9.240198415388498,5.0,0.8660052820383376
6.865947035519394,0.179040731215894,0.3729735177596971,3.672423715844846,0.05011751581282878,19.702648224030284,68.90651977453174,0.9941187535969938,3.4660672134561974,0.48978411065581834,11.112708695356668,6.585132411201514,0.5851324112015143
6.95135150242437,0.3079620148452078,0.20445582185750627,7.360335807534636,0.04721183598657052,53.46749239836021,187.70415623275377,0.9958733091128682,3.175434627079446,0.4529072393136839,9.406793283849307,5.932067161506927,0.932067161506927
7.373182493843742,0.3984144941209078,0.13975766584583227,5.219501553188995,0.05703669458569188,16.756058353854193,58.41449412090783,0.994347569769207,3.178414494120908,0.489513035274553,10.254881129340028,5.463420235163687,0.7682898824181567
6.019938986235299,0.2084893225911774,0.33010274561941155,1.810996949311765,0.048958901752235384,86.98250156435273,155.48402690847024,0.991235254419597,3.3854984746558827,0.8725076267205876,11.492085419270582,7.7800610137647,0.8900305068823503
6.1,0.22983515776480967,0.2827422583850173,2.934016273257787,0.04382267751550519,28.11338757752596,112.5339694405917,0.9906964688869145,3.2661438857107963,0.44,11.978970906846712,6.0,1.0
10.338922573739595,0.4738451160459063,0.34013692684975366,2.096835021068456,0.10359281715826396,7.140291842237132,28.561167368948528,0.9984022671237146,2.962215485252081,0.5257912447328861,9.591402918422371,5.171941631552573,0.0
7.211290396332037,0.28852150660553394,0.3003494537612623,4.814381542197577,0.030478493394466052,29.809137449485497,161.5053709356506,0.9932922041412806,3.073696233486165,0.27552418064189355,10.481720528442716,5.9260753302766975,1.0
6.679679117758843,0.26135472548274385,0.42378490849424794,9.679262974887099,0.04655377287643801,58.44622712356198,211.67736274137192,0.9966916219613805,3.1614735523161483,0.49350564054026425,9.244622712356199,6.0,1.0
6.205553822066605,0.32605491416464394,0.24300031202801106,2.035556942346716,0.03524992199299724,48.450046804201655,113.05010920980386,0.9910744336968129,3.3991669266900093,0.6417778471173358,12.13945085835356,7.383338533800184,0.7944461779333947
5.945182447989548,0.30990023092950064,0.2,4.394697461828102,0.03337542725378629,47.53819861305459,150.5946420250639,0.9931279131650341,3.3752822170600467,0.5172092378642277,10.61627713592683,6.0,1.0
7.002878791934166,0.24561110962413893,0.28438889037586107,2.2,0.039266161521536114,23.791414317147215,117.36717270398051,0.9930647474720439,3.190287879193417,0.5117272751604999,9.805757583868333,6.676262639780555,1.0
6.555650462164499,0.31701489216161693,0.35402978432323384,7.112790140490688,0.04707249229725835,68.37100308109666,170.2899691890334,0.9945137516261991,3.147420061621933,0.5037100308109665,9.766951386493496,5.0,1.0
7.770854809675331,0.5544890703585854,0.20629820530447388,1.9921272433694077,0.0777554648207073,9.866003229365155,46.63657393167455,0.9985819086505412,3.436699838531742,0.7247076631868778,9.347236539783555,5.078727566305923,0.0
7.177512324849665,0.20905330732465005,0.5442003901302493,9.369210143386482,0.03475735414027996,44.532477388776606,150.34313885370662,0.9964092190812524,3.05,0.37076900159318316,9.273376130561168,5.0,1.0
9.774930739476613,0.5838693031337316,0.37923696735270285,4.239511472403324,0.08076567621608627,12.765676216086268,47.19075816182429,0.9997334600826008,3.0965940572965174,0.621362377081393,9.406811885406963,5.0,0.0
7.580179614948982,0.17747754813137742,0.3004506058890303,4.622514609285729,0.042054041336352065,25.945958663647932,107.89191732729587,0.9949900898074745,3.242253029445152,0.5627934428086723,9.984685673839284,6.549550962627548,1.0
7.359449729116135,0.2102751354419326,0.3221650812651595,14.864952437954786,0.04702751354419326,38.594497291161346,185.29544853206562,0.9984783491873485,3.0716148103812944,0.4675597832929078,9.11889945823227,6.0,1.0
6.960266551333911,0.41589337946643573,0.11149311996773471,2.424531372676481,0.05463202940985279,34.10932929668687,60.901289506886044,0.9931686423181885,3.247680138399307,0.5528800518997401,11.79173258367042,6.301332756669553,0.3013327566695533
7.034450990437684,0.27689019808753673,0.2776829137392962,7.753508306493765,0.04725913226974343,34.31098019124632,117.0518479215029,0.9944835350800191,3.3180182108706013,0.39954258147954563,10.992683450428151,7.423781469552784,0.8079271565175947
6.315388308737571,0.2794854559224671,0.24333493378628057,8.764221982514782,0.05620485735924483,26.10290881550658,122.38638819403384,0.9965051454407753,3.341024286796224,0.48384467650497176,9.471796102912524,5.0,0.7179610291252351
6.433268697487499,0.15442936274708297,0.3322437675041672,1.3887811624791642,0.04077756232495833,30.218559524291578,110.99030462312476,0.9906886648179567,3.077795014003334,0.4822437675041672,10.700193907537505,6.222437675041672,1.0
10.209871173750091,0.5265538978198565,0.4770840673860323,2.6696542611762992,0.06273491521691203,6.795254349263903,28.260542831982,0.9996992677824266,3.1210603391323524,0.5876142369522083,9.3,5.973491521691203,0.026508478308796768
7.127199502363419,0.34158755067266533,0.27413544969093756,1.3971690010908087,0.04552983505272242,25.15570494000552,62.99694987273898,0.9924268163102172,3.2051568005817646,0.8125784002908822,11.104246498363787,6.328615001818014,0.6713849981819855
7.415782412591614,0.8107846486042698,0.21000149067510365,3.773725792516049,0.07610461981390262,19.52652762225157,63.895529253607734,0.9948020745081769,3.2142101340328675,0.46736810722629396,10.631594638685302,5.631594638685302,0.31579731934265076
7.126077302239444,0.23599777951507223,0.23156463813436667,3.4165526328337785,0.03826077302239444,22.58276316416889,113.14740129853556,0.9916758738470921,3.0515646381343666,0.3705215460447889,11.269311404972772,5.947845395521111,1.0
8.132382844396888,0.4090156207470815,0.4574609481322963,13.32810564418289,0.04278886681536963,58.77460948132296,173.05702933618667,0.9984737813095409,3.115777336307393,0.5121113318463038,9.388730474066149,5.0,1.0
6.156562909549913,0.2567117737016735,0.2793369375216385,3.6171854522504368,0.03867117737016734,38.32882262983266,114.7902577553376,0.9914576996505771,3.1709201616416616,0.44907983835833815,11.098646788949797,6.236806465666473,1.0
7.595033429798244,0.301496049205662,0.3835009117217703,6.015082054959327,0.032500911721770304,26.84917945040673,96.89884515242429,0.9931681896381283,3.0709993921854863,0.6475106367539869,11.349908827822969,6.549969609274323,1.0
7.0938448617985115,0.7732973259203847,0.026538784550372153,2.4776981219066987,0.15949799778515883,11.563553596856062,33.82335471332005,0.9958822860550997,3.370095911587221,0.5080575469523325,9.933653038624069,5.0,0.13269392275186076
7.51035325448068,0.2762554353302274,0.2972907607782954,5.850217413209096,0.035571603128528376,28.073777260619337,111.24116863798301,0.9925459266188436,3.0807377726061933,0.5770923922170457,11.597024471581253,6.635461961085229,1.0
7.089381889816649,0.3085842519755533,0.49292125987776636,14.446909449083247,0.05857527559266598,8.22980313850359,148.424724407334,0.998255757874236,2.947786614134457,0.4421236220366701,9.117696850305583,5.035393700611168,1.0
6.980247972572323,0.27,0.4718352568075056,6.3762091910054615,0.044253498648381545,46.15553649369816,176.1431378650819,0.9942581365148009,3.1293002703236903,0.469860054064738,10.235146080306494,5.25349864838155,1.0
7.620202361131613,0.7995072183235828,0.11470809857978614,5.21786122626826,0.08111184962733627,4.776300745327463,19.83641673464738,0.9980698497100267,3.3695491300801006,0.5276127174799748,10.149248550133501,3.3806358739987417,0.0
6.247334359212083,0.354740626754213,0.2442074985966296,2.8442732226089094,0.09389553161838472,19.525937324578702,45.41859260976156,0.9947788186903568,3.537917823200699,0.5621109401313193,11.568515668855325,6.0,0.052593732457870135
7.066690819313775,0.2001768369076396,0.41894622434829487,1.736845918839017,0.05405305107229188,42.56153062796724,139.42151026068206,0.9938666908193137,3.3754384693720327,0.5966690819313776,10.247383675356069,6.0,1.0
7.233364856772305,0.2516682428386152,0.1950047285158457,8.492131637391493,0.044500472851584566,50.49952714841544,174.25212783213058,0.9965668242838615,3.1750141855475373,0.44500472851584566,9.250047285158455,5.083412141930761,1.0
6.98267809472425,0.42128424898543276,0.13474863004058268,4.660626668465124,0.07230712378897002,36.34643810551499,118.70979345046786,0.9968005527610313,3.314021919350677,0.5197760292289288,9.210054798376692,5.0,0.474863004058269
8.267839003962314,0.5035678007924627,0.21128643984150747,7.765039046966631,0.08016381410302015,32.926885478207275,89.48819834745093,0.9984633595105821,3.2412864398415078,0.46274873027736196,9.654095352575503,5.733919501981156,0.26608049801884326
6.504744356836518,0.29047443568365183,0.2544403499285208,4.743067717961785,0.04646107787041756,43.01704287756547,134.41731936638362,0.9921390419268712,3.129051128632696,0.4641363430205238,11.107784425916488,5.698295712243453,1.0
8.122261505953261,0.3126713807143914,0.5662332216669131,9.426890583933591,0.03708904602381305,19.407538353177536,132.5206136508406,0.9966119906543681,2.9713356903571952,0.7459246164682246,9.968833891665435,6.0,1.0
7.633891332370773,0.5405021991336953,0.057294178611997024,5.464708930599851,0.05367782664741546,20.221733525845465,56.41135840985928,0.9969805707641544,3.3094840878621574,0.5864434670516909,10.513529106940016,5.0,0.22036222543075779
7.067536653056759,0.3821451591812176,0.3078548408187824,12.183097673663065,0.05430872408133125,25.94780081659444,102.38827102183703,0.9987958240653275,3.1771165632587204,0.5788988244868936,9.15130497958514,5.418841632641898,0.5811583673581018
6.734213737586037,0.1570638809255809,0.3350552833520934,1.2613635942464934,0.03657616714446514,44.01105667041867,79.91830452032552,0.9896814311730832,2.9635319404627904,0.48799140242651246,11.721191642776741,6.0,1.0
7.042233579078529,0.2516893431631412,0.36,11.257227714569684,0.036915532841842943,44.084467158157054,149.8092409514344,0.9963444726877206,3.1352862768119385,0.3666213136737177,9.992913873972764,5.0,1.0
7.545871798031176,0.5335780225196303,0.11522930330715961,4.6137581984295775,0.10122937755115465,25.88988986616637,82.11003588983861,0.9971176146516536,3.1981652023227483,0.6247706966928404,9.577981685433024,5.779816854330253,0.22018314566974762
7.227848430654596,0.3183545291963789,0.34040487883342607,10.092655065715876,0.05425824036487466,36.45315335774373,175.9797560583287,0.995822834151834,3.1456709058392756,0.4457721255476323,10.284557489047355,6.0,1.0
5.942661007869441,0.2527983023608324,0.28435763044787155,2.511932094433295,0.03427983023608324,27.146779842611174,99.25237133780502,0.9925344067191296,3.355871193704447,0.6814677984261117,10.757796640435197,6.715593280870392,1.0
7.695087352340873,0.6744452740583904,0.3086476531737682,6.9258324618095735,0.059930267286165184,27.680404158162368,109.48812899684376,0.9963779134934649,3.347252998897072,0.4915161017482027,10.838932855567245,5.3729530634753635,0.37295306347536383
7.177294085071918,0.3627348301023711,0.3159085980368019,6.099963856032138,0.03959158268303743,25.817918952961,85.95321469936508,0.9929591582683037,3.260003614396786,0.47273121570558496,11.759085980368019,6.0,0.8636199345600627
7.0141979674157735,0.27855563413483925,0.42141365446068146,1.8999385771910418,0.06128088820786755,14.431467075279471,36.43638089999615,0.9944252922232699,3.3557221829325807,0.5414320813033691,10.61438223584265,6.285802032584226,0.28580203258422643
6.525405957173786,0.20389957448758672,0.34355982979503474,2.9491131908848116,0.0309490382961172,14.966025530744798,100.55833189968236,0.9917219710628644,3.2238995744875867,0.36966025530744795,11.447489362189668,6.661004255124133,1.0
7.075902874370704,0.2054016187604883,0.35540161876048826,12.581942512585922,0.03634339939702536,21.883561273074186,90.2350544725409,0.9965236237829291,3.0492777005034366,0.4983935249580469,9.765660060297463,5.0,1.0
7.6320483810366895,0.678792370682676,0.1332048381036689,2.064003721618207,0.07640037216182069,8.24013025663724,29.360893188369644,0.9959336182359293,3.369191812439945,0.650399441757269,10.70399441757269,6.0,0.0
7.217085631936559,0.24914571840317204,0.3814571840317204,18.193960786807256,0.039025137916193546,40.20600864666128,150.7285920158602,0.9995839158091737,2.9836685055492476,0.45974862083806445,9.0427140798414,5.914571840317205,1.0
7.582279458422912,0.3726593681600641,0.2878480361051392,1.8253187363201282,0.07797475847908993,27.316419857826556,97.94900218877947,0.9953944520130937,3.298355440370343,0.6144314223177729,10.076364031740528,5.392401805256959,0.39240180525695967
6.888718100831587,0.37270656115731043,0.5127806791753244,9.27065611573104,0.03766154302494762,49.398298711017986,139.9544345460829,0.9949056822283089,3.1807521266112277,0.4273675568607037,10.325583251212823,5.6917375537075845,1.0
5.750335495443548,0.3287248378417339,0.11691274323739922,1.854362139448086,0.03372483085491432,21.97315337769658,74.01341981774195,0.9908724830854914,3.333691288297379,0.5175167747721774,11.209395968465222,6.906040315347782,1.0
6.541904675044647,0.2640571220107151,0.4606856465348239,3.5782863396785483,0.040419046750446455,35.9047662477677,142.74285974866063,0.9921145905039856,3.165809532495535,0.44257140251339383,10.772952519928566,6.432381299821416,1.0
6.947855474569412,0.24847517517021164,0.49,13.713238905886595,0.03882641022026354,49.695035034042334,144.30496496595768,0.9981131104820182,3.073042890508612,0.4947787883059764,9.004356642370823,5.652144525430587,1.0
5.877471754664129,0.5384008146973678,0.19079959265131607,2.1244193374792255,0.06035169472015227,17.06104834369806,50.93463607690451,0.9911870009223261,3.367601222046052,0.5122528245335871,12.236629006218838,6.5305241718490326,0.530524171849032
8.42472624672233,0.5742746138004713,0.25145985751744804,4.698814135705414,0.05062956055508458,19.224453693170616,70.70711998467134,0.9945775728009197,3.033147802775423,0.49887773153414694,10.540419835007492,5.3932482189681,0.3932482189681006
7.161419674559444,0.23661377007552378,0.45448852493706354,6.091357396475557,0.03588977049874127,17.826721259440472,86.43298351636349,0.992604263290379,3.1005511475062937,0.7645678698237779,11.722045900251745,6.11022950125873,1.0
6.860598662061243,0.23386530103622055,0.27810476586071736,9.68628595164304,0.05099251672423448,46.773060207244114,171.08475755321092,0.9963408979930919,3.0995510034540685,0.47416463206684156,9.34014966551531,5.401496655153105,1.0
7.589812153373039,0.33554716224206327,0.32898121533730396,2.2226418878968364,0.07843772979365063,30.109432448412655,59.09432448412655,0.9962008289321824,3.3921131091468224,0.6581135103174689,10.735851327381017,5.890567551587345,0.0
6.839446938596134,0.35045142806917506,0.3408295921057991,2.115575508769072,0.06041195912268554,24.53273473692785,78.17608175462891,0.9927021152938351,3.260174897367242,0.49394469385961337,12.089955105269588,6.816591842115981,0.6055306140386604
7.036474009171694,0.3772543318047178,0.4220390161316512,6.598049193417439,0.06261170483949537,44.38829516050464,176.18034654437744,0.9956883179446451,3.1088627165902354,0.5220390161316513,9.468237004585848,5.113728340976411,1.0
7.459128113272932,0.23359673242149692,0.3959128113272933,1.1487738593719756,0.07351771269504787,23.844686191485643,97.35149630899828,0.9950386921699095,3.345885554883455,0.47283379160084416,9.274386929685988,5.564032675785031,0.5640326757850306
9.23128905395138,0.4059511688829829,0.4245400371390604,1.9,0.08190800742781208,11.748437841944813,28.012207779254283,0.9970662578107903,3.2628222634878448,0.6891396657484562,9.63742189209724,5.17177736512155,0.0
7.288394561666129,0.19276598216725843,0.3027659821672584,1.7659589300355063,0.03460734739993544,29.48163150016139,109.82013313374219,0.9903249522733484,3.084197280833064,0.36419728083306435,11.676789123332258,6.0,1.0
7.491277526577894,0.3447665159467367,0.17053568617949488,2.217444946844211,0.05106731223254314,25.228018086391597,81.36193963126532,0.992764849292424,3.085906606378695,0.5402678430897474,10.726167420266318,6.234889893688422,0.617444946844211
7.285172185370853,0.32821631547640023,0.3317836845235998,2.9763624319554105,0.048979939795954316,32.36676700674279,143.1303913262969,0.9942234537023689,3.301683383503371,0.5016833835033714,10.248495484696576,6.0,1.0
7.044352206704413,0.3325727955416695,0.26810240486363324,2.521184372878548,0.03772991983787889,55.096638257198094,136.98719939204585,0.9900022084215149,2.9952735971628806,0.47540160324242214,12.031199898674307,6.729919837878892,1.0
6.245209220901007,0.2630289401161167,0.42750488603806874,6.477717991151614,0.15223406413052104,66.68488473873741,180.26173264584403,0.9954691259086529,3.1821607366326154,0.39817364069670025,9.187974191871831,5.697105988388329,1.0
7.12724691861466,0.438174075584398,0.6148360106637524,9.34508031991257,0.0485449383722932,69.4522226753194,180.96578265655674,0.9968239671318898,3.1757631676334905,0.438188270346335,9.051639893362475,5.121255135642233,1.0
6.34539719016302,0.41573120086914817,0.15413466465975068,2.0975276133135736,0.051941609968198056,30.28984713165374,124.62230272631855,0.9931326565345344,3.2181799063387673,0.4325618096671606,10.195055226627147,5.487638066567866,0.7438190332839335
6.879995135272282,0.4219907570173373,0.3646742880734236,2.0532814429043498,0.05786582344719568,27.00048647277172,95.86849904744015,0.9918665531563533,3.2046621262541306,0.5039985405816848,11.80668450400163,6.200048647277172,0.7333495490923907
7.827374520749377,0.4852645931175003,0.19105155516187478,4.894708137649994,0.06850542820851253,27.50508734310621,121.81037920545623,0.9966863127396253,3.156736770344125,0.6195793779352501,9.86736770344125,5.673677034412499,0.33683851720624924
7.234935847647118,0.25793669809558895,0.3044431133308772,4.607852837940853,0.047381009428676686,22.253207617644122,95.07733037719802,0.9923872198188968,3.064126603808822,0.44381009428676693,10.946073581029573,5.793669809558898,1.0
7.299627206980242,0.28970176558419297,0.6313793341731073,5.334156296660253,0.10219385237027455,39.52423154628432,123.96272069802413,0.9945844453840056,3.0396644862822173,0.4449440810470362,9.797763241881448,5.501863965098794,1.0
6.981140792654814,0.4573689511857763,0.11489723376701352,1.8792394715634577,0.06211407926548135,15.603802642182712,58.564236184671856,0.9952665568938516,3.3749126341238513,0.6762281585309627,10.098098678908645,6.792394715634576,0.39619735781728804
7.173464745620598,0.4524475611618496,0.3897978268004205,5.206141017517606,0.07124488248540198,26.36745009732003,119.10260303039416,0.9972102097553526,3.41346980038928,0.7295905988321596,10.5,5.081627495133999,0.0
5.223691334432616,0.3634413595768016,0.08324197208025264,13.34662978235728,0.04104987649354235,36.6134571750468,141.87530876614414,0.9969291753791699,3.456259262984324,0.39087283863699107,9.916209860401263,5.975061753228825,1.0
6.383565170387851,0.5429310812618982,0.24033646461175404,1.3950501310675778,0.05536040104854062,24.229699213594536,136.41378374762036,0.9949985958814067,3.3593464908252693,0.5429505013106758,9.06554511796082,4.409899737864844,0.7049498689324223
6.928591219885986,0.31529574752002243,0.3778168723428812,8.059578879313118,0.04959717418515021,30.504224964571748,113.33522638170182,0.9962571824397719,3.167985870925751,0.518154869508621,9.522676269485538,5.252112482285874,0.7478875177141259
8.187420770530192,0.23263020252550498,0.3980559372637572,7.570901111557091,0.04895425734738252,12.365941220939824,77.32653692590686,0.9966171534947316,3.0605717831577186,0.8364549444221454,9.696569301053689,5.98856433684563,1.0
7.090228320874139,0.20671004384702568,0.263213849194928,6.07274734761365,0.04488165935882905,34.30076106958047,217.7991639591797,0.9952109353658716,3.3232899561529745,0.4997937615008767,10.419543358251723,6.174809732604884,1.0
6.900317645803419,0.27320058816111115,0.33,8.189494123239314,0.05059711762252137,19.270705890341876,76.53823532264957,0.9945544417633192,3.2109235293547007,0.5796017644833334,11.177229411935897,6.590764706452991,0.5907647064529913
10.705540744206186,0.4779740876964574,0.7319088485415558,4.79488835265717,0.09811206465969635,6.078820194459231,27.788201944592313,0.9990129420108484,3.2182019663425683,0.6020196634256795,11.038176970831115,5.0,0.0899016828716026
7.517906799718702,0.2927616500351622,0.3716394198171564,7.217272708368607,0.045097097006329204,34.836058018284355,136.53086307806012,0.994632154304993,3.17820932002813,0.43820932002812973,10.770114597327671,5.544766999296756,1.0
6.76365778686324,0.28214856557397056,0.33,13.053032786741198,0.04171086065561766,49.36342213136761,175.94969262369105,0.9984438883195831,3.3228114754082356,0.6141372950767655,8.971885245917644,5.785143442602945,1.0
6.635447670392073,0.49452026624090606,0.2461300665602265,1.7193496671988675,0.05041870839985843,39.67723835196036,169.74387480042472,0.9925340828780558,3.279032516640057,0.5709674833599433,10.463468441606071,5.0,0.9032516640056628
5.799805438348211,0.39812062822410915,0.42207393342767985,1.4,0.04019961087669643,34.99221753392844,158.62023441178604,0.9927408949835982,3.1599416315044633,0.45203502109732197,9.279066104071415,5.199610876696422,1.0
12.123530521062843,0.4748789286226214,0.5271626623842013,3.9418668807899366,0.06925951948610415,13.394454532423646,47.408271056193705,0.999820830877233,3.08885813311921,0.6480277273378818,10.671626623842013,5.885813311921007,0.11418668807899368
9.963597546823218,0.40211991822744064,0.5750696115803431,3.966929650814314,0.09901392231606862,24.963059285105537,73.92370545355539,0.9966826285485371,3.217649897784301,0.7052997955686016,11.275348057901715,6.776498977843008,0.22350102215699197
7.084903379370236,0.4786689546374058,0.16879862721755656,8.068510032938963,0.08054710138110709,24.168827876335847,157.48054911297737,0.9960362859040743,3.363376557526717,0.4689772439179387,10.021751847442735,4.8133104536259435,1.0
6.5982217056017385,0.5175103878424338,0.04195612383808777,2.2533488319478483,0.06886662792013039,8.346767407661012,16.48487582254844,0.9955980438761619,3.3975103878424338,0.6288441086411299,9.400889147199132,5.9911085280086915,0.00889147199130802
8.367031082655236,0.47923043946466637,0.3520437299186284,1.5931875669379054,0.08365264738072754,7.329689173447635,45.02439441199256,0.9959471151129251,3.1720437299186286,0.4873843515717331,9.423296891734477,5.0,0.23296891734476344
6.831197072940848,0.45896795609411273,0.20412817562354915,0.9344014635295763,0.05214232096940288,6.238452687064745,124.8303502399944,0.9919642224779293,3.11376058541183,0.41587182437645087,10.406880292705916,6.0,1.0
7.4857090714325984,0.3971399892879297,0.15952606904587355,4.552470029693092,0.0719520594050103,16.57163714269602,59.66715333295738,0.9966114199678637,3.1795224190486935,0.5661903023810866,10.133339416661967,5.190484880945667,0.1904848809456675
6.993396983010266,0.24,0.3454622111892814,10.212362803158518,0.048986793966020535,24.98679396602053,163.02879893084395,0.9971682100439339,3.0930612564441273,0.5173349245752566,9.32797135764538,5.746698491505134,1.0
6.9,0.3998843196377595,0.3137189345408018,12.66917307451521,0.09178427503494455,17.976863927551893,104.60497047347172,0.9977808097625357,3.0895951187321584,0.48,9.1668594672704,5.0,1.0
6.566115770976401,0.28,0.3440494977306775,6.766531014780258,0.06712806252762497,55.64463083905608,185.73557006867293,0.9954171082120333,3.2162810396834813,0.3866115770976402,9.449173656464602,5.16942114511799,1.0
7.217568804763457,0.1730307996597531,0.3273355185029137,11.825314495949623,0.04921815202041481,26.30307996597531,129.5270641429037,0.9965756880476344,2.9052123198639013,0.42739384006804937,9.247293585709631,7.0,1.0
6.908615802919353,0.31230926094757444,0.23310735766451746,2.1,0.03744632116774127,45.4675208030652,112.72882919742095,0.9894437841313612,3.013601631385477,0.44033896350322377,12.89844689782264,6.8276839416129365,0.9138419708064683
