a,all,also,an,and,any,are,as,at,be,been,but,by,can,do,down,even,every,for,from,had,has,have,her,his,if,in,into,is,it,its,may,more,must,my,no,not,now,of,on,one,only,or,our,should,so,some,such,than,that,the,their,then,there,things,this,to,up,upon,was,were,what,when,which,who,will,with,would,your,BookID,target
33.533947564370465,7.067895128740938,0.9321048712590623,9.873423208075158,54.719206019479216,1.0678951287409377,3.203685386222813,12.737632950593282,12.135790257481876,8.203685386222814,5.466052435629532,15.067895128740938,8.067895128740938,1.0678951287409377,6.339475643704689,0.5339475643704689,0.46605243562953114,2.1357902574818755,11.669737821852344,8.796314613777188,17.524734098813436,1.6018426931114065,8.80552807933422,12.669737821852344,28.370516910217493,3.0,19.330262178147656,3.398157306888593,5.339475643704689,27.88263667363219,1.533947564370469,0.0,3.864209742518125,2.6697378218523444,5.873423208075158,7.135790257481876,15.864209742518124,3.0,52.46605243562953,6.669737821852344,5.135790257481876,3.601842693111407,3.067895128740938,0.0,1.0678951287409377,8.339475643704688,3.1357902574818755,5.135790257481876,3.466052435629531,22.398157306888592,75.51552063325641,1.0678951287409377,2.0,3.067895128740938,2.0,6.0,43.583415761997344,5.398157306888594,5.728419485036249,41.447625504515464,5.796314613777186,3.067895128740938,4.0,2.932104871259062,2.1357902574818755,4.80552807933422,13.330262178147656,6.0,2.1357902574818755,3.330262178147656,P
11.652007868901478,6.065200786890148,0.0,2.1304015737802953,57.434417311583246,0.0,5.7391968524394095,10.869598426219707,3.2608031475605905,17.15238977042808,3.2608031475605905,7.195602360670443,6.0,2.804397639329557,10.478393704878819,0.0,3.0,0.9347992131098524,12.391204721340886,1.8476102295719192,7.630019672253691,0.9347992131098524,13.217590557318228,6.543594491768967,14.542830688715757,6.673996065549262,20.52160629512118,0.45640550823103343,17.956787409757638,7.652007868901476,0.13040157378029527,2.804397639329557,2.9347992131098524,2.8695984262197047,26.0,5.673996065549262,23.347992131098522,3.7391968524394095,31.76042124603399,7.804397639329557,2.0,0.13040157378029527,4.0,6.130401573780295,4.7391968524394095,7.804397639329557,1.9347992131098524,0.26080314756059053,1.1304015737802953,15.652007868901478,67.32524013139754,4.7391968524394095,4.065200786890148,2.521606295121181,0.0,15.282791344208377,32.04321259024236,3.8695984262197047,3.0,7.260039344507382,2.326003934450738,3.8695984262197047,3.195602360670443,2.9347992131098524,2.8695984262197047,8.543594491768966,20.21759055731823,2.0,14.956787409757638,10.347992131098525,N
7.3018652539234585,14.96822471011332,0.0,1.1112135146033797,73.66635945618987,0.0794382247166997,0.0,13.9205617752833,5.1271011595467195,4.365415833696819,0.20653938426341922,16.9205617752833,10.9205617752833,2.95233706516998,0.04766293483001982,1.9682247101133201,1.0635505797733598,1.1588764494333994,8.22242702920676,17.8411235505666,3.714944022450297,0.0,5.063550579773359,3.683168732563617,19.9205617752833,5.01588764494334,37.82523590562326,2.95233706516998,0.9841123550566601,3.4448540584135183,0.03177528988667988,3.9364494202266402,4.9682247101133195,0.09532586966003964,0.0,4.063550579773359,21.95233706516998,9.90467413033996,51.06355057977336,12.952337065169981,5.01588764494334,1.0635505797733598,15.8411235505666,3.9364494202266402,1.0317752898866799,8.0,1.9682247101133201,8.9205617752833,2.0317752898866797,13.09532586966004,56.85701119550994,15.77757297079324,6.90467413033996,2.0,1.9841123550566602,3.0635505797733598,48.3971911235835,0.0,0.0,4.349528188753479,2.09532586966004,4.9682247101133195,4.0,2.0635505797733598,4.984112355056659,1.9682247101133201,24.85701119550994,0.270089964036779,0.0,1.04766293483002,P
41.50243557586538,6.482950968942349,0.5024355758653788,14.43911060336553,43.49269327240386,0.5024355758653788,3.5024355758653787,5.004871151730757,8.980515393076969,9.004871151730757,1.4926932724038635,11.517049031057653,5.502435575865379,4.004871151730757,5.024355758653788,1.9902576965384848,0.0,0.0,20.009742303461515,1.9902576965384848,4.98051539307697,0.4975644241346212,5.024355758653788,11.0,13.956159634423182,9.536533637980682,27.995128848269243,3.5024355758653787,16.55601824490371,17.995128848269243,0.0,0.0,2.5024355758653787,2.512177879326894,19.55601824490371,7.014613455192272,12.024355758653787,4.995128848269243,34.50730672759613,7.473208665480833,4.990257696538485,4.482950968942348,3.507306727596136,1.5073067275961365,2.009742303461515,6.990257696538485,0.9951288482692424,2.004871151730758,2.004871151730758,14.014613455192272,63.390399086057954,2.985386544807727,5.014613455192273,3.492693272403864,0.4975644241346212,3.9951288482692426,32.4878221206731,5.98051539307697,2.009742303461515,14.43911060336553,3.4878221206731057,6.497564424134621,7.985386544807728,2.5073067275961365,2.4926932724038635,9.546275941442197,12.98051539307697,2.512177879326894,12.526791334519167,4.497564424134621,N
30.97897087917054,10.827740509467935,0.6827740509467936,0.9516778471596193,61.434899375563425,0.31722594905320645,0.0,11.0,2.365548101893587,10.09664430568076,0.9516778471596193,12.365548101893587,14.827740509467937,0.9516778471596193,0.0,2.365548101893587,0.0,0.31722594905320645,10.29619682822375,19.65548101893587,0.31722594905320645,0.0,1.9033556943192387,3.5378075924256516,34.53154368124419,1.634451898106413,26.41387025473397,2.0483221528403806,12.39284113390451,5.855033541478858,0.0,2.268903796212826,2.6827740509467937,7.462192407574348,4.758389235798097,3.3172259490532063,15.903355694319238,4.268903796212825,32.876062662308314,11.317225949053206,4.317225949053206,0.6827740509467936,7.096644305680761,0.9516778471596193,1.3172259490532063,7.855033541478859,2.3172259490532063,5.0,0.9516778471596193,18.44116328674489,63.14496645852114,20.021029120829457,3.5861297452660326,3.6344518981064127,0.6827740509467936,9.268903796212825,52.752125324616635,2.0,2.0,2.951677847159619,0.6344518981064129,6.951677847159619,1.9516778471596194,2.365548101893587,8.510514560414729,10.413870254733968,18.682774050946794,0.6344518981064129,0.9516778471596193,4.489485439585271,N
18.643075268802384,10.771690322562861,0.0,3.485539784958092,38.5015268816167,5.356924731197615,4.485539784958092,13.257230107520954,10.228309677437137,13.070774193592845,11.456619354874276,20.97107956991618,5.771690322562861,4.356924731197615,3.485539784958092,0.643075268802385,0.0,4.356924731197615,13.742769892479046,8.257230107520954,17.942159139832366,0.871384946239523,11.456619354874276,18.842464516155705,11.286150537604769,3.7427698924790462,24.742769892479046,0.643075268802385,4.356924731197615,20.91323870974855,5.228309677437138,0.0,4.385845161281431,6.971079569916184,22.656008602227597,4.871384946239523,22.684929032311413,3.900305376323339,55.38584516128143,11.643075268802384,2.128615053760477,4.0,1.800610752646678,0.257230107520954,1.742769892479046,13.356924731197616,3.0,5.356924731197615,4.257230107520954,27.585234408634754,49.144602150419075,7.028920430083816,6.485539784958092,3.871384946239523,0.128615053760477,2.514460215041908,58.11262795710187,0.128615053760477,0.128615053760477,23.42769892479046,6.356924731197615,14.070774193592845,3.128615053760477,12.61415483871857,3.871384946239523,5.228309677437138,8.829531182730493,1.742769892479046,12.199389247353322,6.228309677437138,N
39.473177175680426,14.526822824319575,0.0,19.79505106751532,49.65612011488149,2.5268228243195745,5.968360344644468,3.7097657635206382,5.709765763520638,6.053645648639149,2.0,9.763411412159787,5.892708702721702,7.870702709438085,5.763411412159787,1.0,0.4731771756804255,0.0,17.34387988511851,4.4731771756804255,7.0,2.0,3.1829429392010637,11.45117118239681,9.580468472958724,5.580468472958724,25.946354351360853,4.0,7.785417405443404,22.473177175680426,0.7097657635206382,0.0,3.4195315270412765,0.0,6.343879885118511,4.763411412159787,8.709765763520638,2.4731771756804255,37.022005993283614,10.526822824319575,3.2365885878402127,3.4195315270412765,3.2902342364793618,3.7097657635206382,1.2365885878402127,5.0,3.2902342364793618,1.2365885878402127,2.4195315270412765,13.312240229762978,94.94635435136084,3.946354351360851,4.236588587840213,2.946354351360851,0.7634114121597873,4.4195315270412765,38.23658858784022,7.290234236479362,0.4731771756804255,19.763411412159787,6.4195315270412765,7.473177175680426,5.0,2.4731771756804255,1.7097657635206382,4.290234236479362,16.45117118239681,3.7634114121597873,7.839063054082553,4.053645648639149,N
32.58895315428375,8.38342973142562,0.0,14.122672079986229,45.17790630856749,3.3834297314256205,2.2607576514393917,11.739242348560609,6.794476577141873,5.849710805723139,1.588953154283747,10.766859462851242,6.588953154283747,2.588953154283747,2.822093691432506,2.7944765771418734,3.177906308567494,0.7944765771418735,12.588953154283747,5.0,12.917148657128102,1.7944765771418734,5.849710805723139,11.76685946285124,36.300578388553724,10.561336039993115,27.177906308567493,0.7944765771418735,3.6718044971556445,29.245344159972458,2.3834297314256205,0.8220936914325061,3.5889531542837467,0.8220936914325061,6.932562148595037,11.177906308567493,13.438663960006886,2.822093691432506,36.12267207998623,10.150289194276862,3.2055234228581266,6.561336039993114,4.260757651439392,2.644187382865012,0.20552342285812653,2.849710805723139,3.2055234228581266,6.766859462851241,3.3834297314256205,17.383429731425622,73.73924234856061,2.588953154283747,2.7944765771418734,5.588953154283747,0.20552342285812653,8.794476577141873,41.0,4.794476577141873,1.2331405371487592,36.95696939424243,6.561336039993114,5.61657026857438,7.1779063085674935,1.2331405371487592,2.0,3.493898188588151,11.411046845716253,7.561336039993114,2.0552342285812655,6.233140537148759,N
28.288904060984827,12.323796519155865,0.6936497099296554,0.9190508702110339,90.17934448866346,0.0,2.0,12.838101740422069,15.61270058014069,4.306350290070345,1.6127005801406893,6.774598839718621,8.693649709929655,1.0,1.0,4.144452030492412,0.0,0.0,8.0,8.693649709929655,9.901604641125514,0.0,1.6936497099296552,13.046056671617926,15.982553770914482,2.9190508702110343,25.16189825957793,5.225401160281379,1.2254011602813786,8.36985319077379,0.30635029007034464,0.0,4.468248549648277,0.30635029007034464,7.242847389366898,2.3063502900703448,6.306350290070345,5.080949129788967,38.77459883971862,11.0,5.6127005801406895,2.0,4.468248549648277,1.6936497099296552,0.0,9.855547969507588,0.6127005801406893,1.3872994198593107,2.7745988397186214,17.38729941985931,75.39846363330619,8.242847389366897,5.0,4.0,1.0,6.468248549648277,33.0,2.5317514503517233,0.6127005801406893,13.109559572321373,7.514305221266204,6.161898259577932,5.0,5.468248549648277,4.0,1.0,23.485694778733798,1.3063502900703448,0.0,2.2254011602813786,N
39.534637259899384,9.488454246700206,0.5115457532997939,5.0,53.326813700503095,2.9538169868008244,9.488454246700206,11.046183013199176,5.44227123350103,21.419179726901444,4.396088220301855,15.44227123350103,8.465362740100618,4.976908493400412,11.419179726901444,4.396088220301855,2.488454246700206,3.557728766498969,16.44227123350103,2.976908493400412,5.861450960402474,0.9769084934004122,15.303722193903504,8.79217644060371,20.30018958579464,9.09236602639835,21.465362740100616,0.9769084934004122,20.67318629949691,20.069274519798764,0.0,5.976908493400412,3.0,2.4653627401006184,11.976908493400412,9.511545753299794,21.44227123350103,4.046183013199175,49.0,6.861450960402474,1.4653627401006184,1.9538169868008244,8.396088220301856,3.023091506599588,8.069274519798764,13.069274519798764,5.55772876649897,3.465362740100618,4.534637259899382,18.511545753299792,71.23091506599587,8.023091506599588,4.046183013199175,5.0,0.0,3.511545753299794,42.83835945380289,2.0,7.046183013199176,8.372996713702268,4.557728766498969,7.930725480201236,6.534637259899382,4.442271233501031,1.511545753299794,5.023091506599588,13.465362740100618,7.488454246700206,8.953816986800824,4.976908493400412,N
30.275354913922566,12.357505200847347,2.0,4.0,61.550709827845125,4.541075143462391,3.6328601147699127,22.623225430387173,16.357505200847346,16.806795373002217,3.2753549139225657,15.816430057384956,7.908215028692478,3.6328601147699127,9.173935258232303,0.0,1.0,3.6328601147699127,15.357505200847347,10.183569942615044,13.193204626997785,0.0,10.357505200847346,29.98073063123452,19.48782890968583,5.724645086077435,27.44929017215487,2.2753549139225653,11.806795373002217,21.265720229539824,0.09178497130752183,2.7246450860774347,7.816430057384956,3.6328601147699127,6.357505200847347,3.183569942615044,17.091784971307522,2.091784971307522,48.458924856537614,8.54107514346239,3.908215028692478,2.0,4.724645086077434,0.0,1.8164300573849563,6.632860114769913,1.9082150286924782,2.091784971307522,4.0,17.64249479915265,75.56034451222787,3.6328601147699127,2.0,8.357505200847347,1.0917849713075218,5.091784971307522,51.64249479915265,3.3671398852300873,1.8260647417676965,29.84533411053318,4.458924856537609,1.0917849713075218,2.1835699426150437,7.632860114769913,2.7246450860774347,4.541075143462391,14.183569942615044,8.724645086077434,4.541075143462391,6.0,N
35.68577568225963,21.31422431774037,0.7714081059134561,17.65818659841374,47.48477287201898,3.771408105913456,2.0,6.3142243177403685,8.914367576346176,7.85704052956728,4.542816211826912,14.171264847307649,12.628448635480737,1.228591894086544,3.828735152692351,3.0,1.5428162118269122,3.228591894086544,12.457183788173088,7.057327046778894,7.399856741394192,0.2285918940865439,7.85704052956728,13.256897270961474,6.971694623125071,1.9143675763461756,33.77140810591346,2.7714081059134563,4.0,22.97169462312507,2.3142243177403685,0.7714081059134561,1.4571837881730878,2.3142243177403685,1.1429594704327195,4.771408105913456,12.028305376874929,0.4571837881730878,58.45646749514405,11.771408105913457,3.0,1.771408105913456,2.3142243177403685,6.85704052956728,0.0,4.085632423653824,2.228591894086544,0.2285918940865439,0.6857756822596317,28.399856741394192,111.65675401235566,6.628448635480737,3.228591894086544,11.942672953221106,0.2285918940865439,6.542816211826913,32.37155136451926,7.457183788173088,1.5428162118269122,48.685059389230595,15.342529694615298,5.228591894086543,1.3715513645192634,1.771408105913456,3.0856324236538244,2.3142243177403685,13.085632423653825,6.942672953221105,3.771408105913456,4.228591894086544,N
23.603354948554095,6.100559158092349,0.20111831618469767,3.7988816838153023,43.75419368569261,1.0,10.44692463049208,7.849161262861477,1.5027957904617442,15.497204209538255,1.1005591580923488,6.050279579046174,12.648042946676778,0.9497204209538256,13.346365472399732,1.1005591580923488,1.1508387371385234,1.8994408419076512,24.64804294667678,7.050279579046174,2.6536345276002673,0.0,17.296085893353556,2.8491612628614766,14.698322525722954,3.8491612628614766,18.206709897108187,1.1005591580923488,12.396645051445907,8.45251621141557,0.0,1.8994408419076512,5.100559158092349,4.849161262861476,18.84916126286148,9.648042946676778,28.346365472399732,2.9497204209538257,24.45810779233906,5.45251621141557,4.050279579046174,0.050279579046174416,1.2011183161846977,8.949720420953824,7.648042946676779,14.050279579046174,1.0,5.748602104769128,7.798881683815303,23.0,32.92739874652509,4.8994408419076505,1.1005591580923488,4.050279579046174,0.0,15.44692463049208,29.754193685692616,0.10055915809234883,4.0,5.614538110401069,2.8044732647387907,7.648042946676779,12.497204209538255,5.201118316184697,1.1508387371385234,4.748602104769128,15.899440841907651,1.3016774742770465,19.944128840030338,4.849161262861476,N
30.868561810116965,12.934280905058483,1.2664297737353796,23.07282588288013,37.6642977373538,0.6332148868676898,2.532859547470759,11.799289321206139,11.46714045252924,11.166074434338448,5.799289321206139,8.46714045252924,9.332148868676898,1.7335702262646202,3.0,2.1003553393969305,0.6332148868676898,1.6332148868676897,14.401421357587722,6.0,8.733570226264622,2.26642977373538,8.698933981809208,1.4671404525292409,5.301066018190792,6.934280905058481,26.965363755544587,3.2664297737353793,12.965363755544587,23.266429773735382,1.3667851131323103,1.2664297737353796,2.7335702262646207,0.6332148868676898,21.930727511089177,8.200710678793861,11.498223303015346,2.1003553393969305,56.795735927236834,15.46714045252924,6.733570226264621,2.63321488686769,7.16607443433845,1.3667851131323103,0.0,5.26642977373538,2.8339255656615507,0.3667851131323102,2.8996446606030695,21.89964466060307,102.56394239795685,3.6332148868676897,4.833925565661551,2.8996446606030695,0.7335702262646204,14.065719094941517,33.332148868676896,4.934280905058482,2.532859547470759,26.598578642412278,5.432504208073828,3.0,4.8996446606030695,4.266429773735379,4.266429773735379,7.965363755544588,9.56749579192617,4.8996446606030695,2.9342809050584817,3.1003553393969305,N
40.87377017058594,12.962131051175783,0.006311491470702868,3.0315574573535145,54.96213105117578,1.006311491470703,21.873770170585942,6.088360880589841,8.01893447441211,3.107295355001949,2.04418044029492,9.069426406177731,11.968442542646486,1.0,5.0063114914707025,1.0,1.993688508529297,0.018934474412108604,12.025245965882812,5.987377017058595,7.069426406177731,2.0,7.069426406177731,0.20196772706249178,5.037868948824217,1.056803423236326,29.04418044029492,3.9747540341171885,19.899016136468752,23.97475403411719,2.9873770170585945,0.018934474412108604,7.974754034117188,0.044180440294920076,1.0315574573535145,4.050491931765623,11.037868948824217,3.9747540341171885,49.97475403411719,8.993688508529296,3.987377017058594,7.9936885085292975,1.0126229829414057,5.962131051175783,1.993688508529297,5.0441804402949195,1.0189344744121085,2.012622982941406,6.974754034117188,23.94950806823438,97.7538518326426,6.974754034117188,4.974754034117188,6.012622982941406,0.006311491470702868,8.974754034117188,39.16409877823828,4.9936885085292975,1.9873770170585943,19.069426406177733,10.95581955970508,8.987377017058593,4.987377017058594,4.012622982941406,4.0063114914707025,2.050491931765623,5.037868948824217,3.0694264061777314,16.93688508529297,1.0315574573535145,P
46.26184944136962,9.884123296091309,0.0,4.622273854721687,46.0,4.884123296091309,5.304739776547848,16.652369888273924,11.42061648045654,21.68246592182616,8.188863072639156,10.231753407817385,6.115876703908691,3.884123296091308,3.7682465921826163,0.34763011172607594,3.115876703908692,3.652369888273924,22.725356257004385,5.884123296091308,16.0,5.536493184365232,19.914219329643547,25.37772614527831,23.201657374265146,4.927013631269536,30.652369888273924,2.768246592182616,7.1888630726391565,19.969903966447763,0.34763011172607594,3.536493184365232,10.188863072639156,7.072986368730464,7.304739776547848,11.115876703908693,15.536493184365233,2.0,39.88412329609131,7.579383519543461,4.768246592182616,4.4635068156347675,2.8841232960913077,0.11587670390869198,0.0,2.768246592182616,2.115876703908692,8.0,5.768246592182615,22.42061648045654,55.66516418989992,3.0,0.34763011172607594,3.347630111726076,0.884123296091308,4.57938351954346,52.493602849187,1.463506815634768,0.0,31.85402726253907,7.115876703908692,5.0,3.57938351954346,3.536493184365232,2.0,7.957109664821772,13.652369888273924,3.6952602234521517,5.304739776547848,4.115876703908692,N
28.466151965121256,10.601544104636229,0.0,4.330759825606286,64.15083318587726,4.263063755848799,2.8646078604850285,15.466151965121258,11.398455895363771,12.2630637558488,11.127671616333828,9.398455895363771,8.533848034878742,2.6692401743937144,2.533848034878743,0.5338480348787429,0.5338480348787429,2.7969117907275427,14.533848034878744,5.466151965121258,17.58610305827394,3.1353921395149715,7.067696069757486,24.239902186305372,19.81235283708983,2.3984558953637714,23.804632313908684,2.9323039302425142,13.007720523181144,24.338480348787428,2.466151965121257,1.0676960697574858,5.127671616333828,2.8646078604850285,11.007720523181142,6.195367686091314,16.263063755848798,2.3307598256062856,56.41389694172606,9.398455895363771,3.6015441046362286,2.8646078604850285,7.593823581455085,1.6015441046362286,0.5338480348787429,10.2630637558488,0.4661519651212571,5.2630637558488,6.195367686091314,25.4738724883024,68.88776943002847,3.466151965121257,4.1353921395149715,5.932303930242514,1.0676960697574858,6.203088209272456,39.195367686091316,0.9323039302425142,2.0676960697574858,49.39845589536377,6.796911790727543,7.601544104636228,5.669240174393714,7.127671616333829,3.0676960697574858,1.5338480348787429,13.533848034878744,2.466151965121257,1.0676960697574858,2.3984558953637714,P
38.6425009365758,4.774807476174814,1.4834616825501235,4.324422428524445,74.19845980939851,1.0,0.2582691587249383,9.225192523825186,13.483461682550123,3.774807476174815,6.291345793624691,12.417308412750616,7.258269158724938,0.0,1.2582691587249384,6.0,2.2251925238251853,1.2582691587249384,11.291345793624691,9.483461682550123,22.033076634899754,0.0,2.0,9.033076634899754,31.03307663489975,0.0,24.642500936575804,10.417308412750616,1.2582691587249384,16.192115888925432,1.5165383174498765,0.7417308412750617,8.708654206375309,0.7417308412750617,0.0,5.0330766348997535,14.867693460400988,2.966923365100247,46.45038504765037,10.549614952349629,7.9669233651002465,1.4834616825501235,2.033076634899753,0.0,0.2582691587249383,4.966923365100247,0.0,2.2251925238251853,3.0,18.225192523825186,119.29134579362469,4.741730841275062,4.225192523825185,7.9669233651002465,2.2251925238251853,5.966923365100247,45.132306539599014,3.5165383174498768,6.675577571475555,42.31807850805136,9.74173084127506,2.4834616825501237,8.483461682550123,2.4834616825501237,2.5165383174498768,0.5165383174498765,12.066153269799507,3.966923365100247,0.7748074761748148,5.483461682550123,N
43.03197107526012,6.593605784947978,0.0,9.395737189965317,44.738189254497115,5.604262810034682,3.7808173548439314,14.812788430104046,9.572291734774568,15.229839670242772,2.6042628100346823,13.208525620069365,8.406394215052023,3.8021314050173407,2.7914743799306363,0.39573718996531815,2.6042628100346823,3.0,12.19786859498266,6.0,10.41705124013873,2.802131405017341,7.812788430104045,19.6468909103815,4.395737189965319,1.1872115698959544,30.80213140501734,10.219182645156069,12.19786859498266,21.957371899653182,4.208525620069364,3.2085256200693637,2.593605784947977,3.2085256200693637,3.8021314050173407,9.208525620069363,17.22983967024277,1.7914743799306363,59.45967934048555,12.0,6.802131405017342,2.395737189965318,7.406394215052023,2.9893429749132956,1.6042628100346819,8.417051240138727,5.604262810034682,5.614919835121387,3.0,13.197868594982658,82.36376611470521,4.780817354843932,2.395737189965318,5.802131405017342,0.19786859498265907,10.208525620069365,45.449022315398835,2.780817354843932,0.7914743799306363,15.614919835121388,2.0,7.385080164878614,4.0,4.812788430104046,0.9893429749132954,18.042628100346818,14.219182645156069,2.6042628100346823,17.84475950536416,1.7914743799306363,N
41.989761786638184,9.499146815553182,0.0,3.0,51.50938502891499,3.4974404466595463,3.9965872622127288,15.497440446659546,12.500853184446818,16.98805541774455,10.001706368893636,10.0,6.0,2.497440446659547,2.497440446659547,0.0,3.0,2.9982936311063644,16.487202233297733,7.502559553340454,18.003412737787272,3.9965872622127288,15.48890860219137,14.478670388829554,18.49573407776591,2.497440446659547,37.010238213361816,4.502559553340453,7.499146815553182,16.497440446659546,0.5008531844468178,2.9982936311063644,6.4923213399786395,7.499146815553182,9.001706368893636,8.495734077765912,11.49232133997864,1.4991468155531822,57.029008271191806,8.001706368893636,8.005119106680906,2.497440446659547,3.500853184446818,6.511091397808632,1.0017063688936356,4.502559553340453,2.500853184446818,5.996587262212729,3.9965872622127288,20.996587262212728,82.55033788236224,4.001706368893636,2.0034127377872712,4.502559553340453,1.0,6.504265922234089,46.98805541774455,2.0017063688936356,0.0,32.50426592223409,8.502559553340454,3.998293631106364,1.9982936311063644,5.502559553340453,5.005119106680906,5.994880893319093,11.495734077765912,2.499146815553182,5.499146815553182,2.497440446659547,N
29.7940124433267,8.698503110831677,0.10049896305610817,4.698503110831676,53.789022812765616,2.2009979261122163,4.004989630561082,12.899501036943892,10.799002073887783,10.306486519729408,9.397006221663352,16.497505184719458,9.100498963056108,1.2009979261122163,0.7034927413927572,0.20099792611221634,2.7990020738877837,5.0,19.49750518471946,13.39700622166335,25.090519701933946,3.5980041477755673,14.10548859361719,42.28652799748508,27.7940124433267,4.50249481528054,33.49251555415838,0.7034927413927572,10.803991704448865,9.205987556673298,0.10049896305610817,2.899501036943892,3.100498963056108,3.4019958522244327,6.10548859361719,4.306486519729406,13.909480298066056,3.6985031108316755,60.693513480270596,9.502494815280542,2.100498963056108,5.698503110831675,5.0,0.0,0.10049896305610817,7.698503110831675,3.7990020738877837,8.598004147775567,3.7990020738877837,21.698503110831673,61.30149688916833,8.899501036943892,0.3014968891683245,2.7990020738877837,0.0,2.8039917044488654,53.61297303945881,1.1004989630561082,1.1004989630561082,23.794012443326704,11.196008295551135,6.799002073887783,4.698503110831676,18.49251555415838,2.899501036943892,3.10548859361719,15.598004147775567,8.100498963056108,2.0099792611221634,7.0,P
26.39763278328723,15.056804683326748,0.9431953166732531,3.852070249901204,82.2165705169894,2.1136093666534936,1.1136093666534939,10.113609366653494,12.545562533386025,0.5680468332674693,4.1704140499802405,9.113609366653494,13.318343800079036,0.11360936665349386,0.05680468332674693,4.715976583366265,0.9431953166732531,3.1136093666534936,14.943195316673254,5.829585950019759,11.511242149940722,0.0,2.0,4.340828099960482,29.86390633346506,1.2272187333069877,25.227218733306987,7.602367216712771,0.28402341663373465,17.738460883247708,0.0,0.0,2.2272187333069877,1.170414049980241,0.0,2.056804683326747,7.943195316673253,0.28402341663373465,34.48875785005928,13.056804683326748,11.602367216712771,0.11360936665349386,3.0,0.3976327832872285,2.829585950019759,7.602367216712771,2.0,0.0,2.0,21.17041404998024,114.23905481687085,2.2272187333069877,4.943195316673252,3.2272187333069877,1.8863906333465061,8.715976583366265,35.62485151659422,10.772781266693013,6.602367216712771,44.20473443342554,11.772781266693013,1.795265566574457,3.1136093666534936,7.545562533386025,3.8863906333465064,0.05680468332674693,14.886390633346506,2.2840234166337345,0.0,3.1136093666534936,N
37.92993457574715,6.070065424252856,0.0,3.140130848505711,71.61777557540292,1.630588818275698,0.3503271212642767,7.350327121264277,2.6305888182756982,7.121046788045685,2.6305888182756982,13.28026169701142,10.369411181724303,0.28026169701142134,3.4904579697699876,0.9299345757471447,0.9299345757471447,1.2802616970114213,16.070065424252856,6.070065424252856,13.28026169701142,0.5605233940228427,8.401308485057108,2.5924206973556476,11.439476605977159,1.2802616970114213,27.0,1.8598691514942893,2.7006542425285534,20.490457969769988,0.9299345757471447,0.07006542425285534,7.0,1.9299345757471447,12.929934575747144,8.140130848505711,19.700654242528554,1.8598691514942893,64.43947660597716,8.0,8.0,2.1401308485057107,2.350327121264277,9.299345757471446,3.0700654242528556,10.28026169701142,1.1401308485057107,2.1401308485057107,5.070065424252855,24.08914948471288,110.88522402954156,1.8598691514942893,2.8598691514942898,5.490457969769987,0.9299345757471447,3.8598691514942893,47.35032712126428,2.0,1.8598691514942893,45.038168120920055,17.94901863620717,2.490457969769987,2.8598691514942898,3.5605233940228427,1.0,0.49045796976998735,25.7388223634486,7.630588818275698,2.490457969769987,2.1401308485057107,P
31.0,6.7101859394310175,0.0,3.0,43.2625527812107,1.394547744128343,10.44763315822032,4.1836432323850286,6.473457292954012,13.0,0.4734572929540115,6.868005037082355,5.315638195302674,1.0789095488256686,5.7632713535229945,1.9210904511743314,0.0,0.4734572929540115,10.684361804697325,4.842180902348662,2.2625527812106974,1.1578190976513372,12.921090451174333,9.130557818293052,20.89526631644064,4.842180902348662,23.921090451174333,0.15781909765133717,13.605452255871658,7.315638195302674,0.07890954882566859,3.7632713535229945,2.157819097651337,3.921090451174331,24.34289947466096,7.921090451174331,19.157819097651338,5.6843618046973265,26.18364323238503,3.394547744128343,4.157819097651338,1.0789095488256686,12.684361804697327,8.368723609394651,1.1578190976513372,9.605452255871656,4.157819097651338,2.2367286464770055,1.1578190976513372,15.078909548825669,64.92109045117434,1.3156381953026743,2.2367286464770055,4.0,0.9210904511743314,7.44763315822032,42.499281427687706,4.0,5.6843618046973265,4.525105562421395,2.10473368355936,8.0,4.157819097651338,5.921090451174332,2.4734572929540115,15.737447218789303,12.842180902348664,2.078909548825669,10.315638195302673,10.684361804697325,P
31.181599721591198,4.818400278408804,0.0,5.7953999303977985,41.184002784088044,0.20460006960220112,6.181599721591196,8.409200139204401,5.227600417613207,15.135599025569183,1.4092001392044022,14.772399582386793,5.2046000696022015,1.8184002784088045,8.363199443182392,2.0,1.204600069602201,0.7953999303977989,18.976999651988994,5.3861997911933965,4.250600765624212,0.20460006960220112,10.976999651988994,9.363199443182392,4.4322004872154075,3.9769996519889945,25.864400974430815,1.0,20.52179881676258,18.772399582386793,0.40920013920440224,2.3861997911933965,5.2046000696022015,2.7953999303977985,30.4092001392044,5.772399582386794,30.475798120740567,9.567799512784593,21.388602853690244,8.069001044033016,6.9769996519889945,1.204600069602201,6.3861997911933965,3.3861997911933965,2.3861997911933965,14.15859937358019,4.181599721591196,3.3861997911933965,2.409200139204402,24.95399930397799,46.70820466334747,0.8184002784088045,5.3861997911933965,4.204600069602201,0.0,7.363199443182391,31.6138002088066,2.204600069602201,3.204600069602201,9.00240306249685,2.227600417613207,11.363199443182392,3.636800556817609,2.5907998607955975,2.7953999303977985,9.567799512784593,16.5907998607956,5.2046000696022015,8.772399582386793,9.953999303977989,N
