Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,target
24.114791504844497,70.25234960289256,8.798047374113755,13.333388194938028,25.244109863195952,5.458901368040454,1.01,11.22630712711505,293.55625485466504,Good
30.865252349305266,63.499186495829726,70.00174825772864,77.66801189828479,33.78115868454644,7.535462261324696,1.7039111852167033,6.739309639247657,496.44388451349914,Good
38.15993211029037,71.90590147212777,4.3566779816182715,11.4737611904092,36.08850765954065,16.33835235764255,1.9227481224775596,4.852018924675292,551.0884499700368,Moderate
30.577996394912436,72.69304809484116,42.556741608384236,47.78760458804981,21.533989184737305,9.759408657611548,1.6416270435581273,10.301158650859808,418.6317427290592,Good
26.878269613685752,67.63630874146708,2.2488201911493766,8.946460573448132,19.75346624849419,6.234882019114938,1.461315163280069,9.696927021122685,317.7362355634094,Good
33.330525691367335,61.228851630921724,54.942513929269744,66.13034358270077,20.750754746501187,8.186519810318536,1.4492886917214503,9.0,426.818443050915,Poor
23.006629181711006,70.21930995236471,2.723066488667624,7.498232218210399,24.696685409144497,6.023950379562424,0.9349668540914449,10.874502811371674,437.0759839800861,Good
23.958501871123303,63.84384504708828,2.0746317390316653,7.857627996785058,16.457627996785057,3.1106616770045235,0.9744669161497738,12.058501871123305,437.2706624971604,Good
40.74958557832328,66.49864109715669,15.016075558493325,30.96532141110578,28.091547799076615,18.948906126901626,1.6447547224058328,6.125546936549186,761.470581064157,Poor
34.45100306092739,62.5780254149729,39.11599332161296,42.09800315368277,20.770999350712373,14.13500046377688,1.549599703182798,5.652999907244625,479.7502086995951,Moderate
28.566818766365287,63.87959514104952,2.1347782804702407,8.965449869077693,19.171381757323942,4.866818766365288,0.83,10.566362467269423,392.3705977594957,Good
29.209710387584725,60.64463379864439,28.124191008348454,46.24791348944035,31.960604961791173,24.51690821765991,1.4019889302426014,5.0505110075632444,606.8002573696062,Good
30.60830069489286,67.49621081751692,17.534292373725993,34.7048665781087,26.718590846716438,14.907578364966138,1.9614979197082825,5.354695144523703,659.537830832186,Good
29.117051275118136,82.02042738278205,15.333232361469687,24.35553230057724,34.06683372792649,10.350283636587818,1.8083885003044622,5.4412237705512005,741.6071487517049,Moderate
34.13358406057584,69.61868476067512,14.102208185451735,31.365906300893542,34.681121055858796,21.372725040714833,2.0940087345332596,7.036932794687259,481.74496499503584,Poor
23.13603140903949,61.62767543992527,2.7,10.66396859096051,19.93368138100625,5.403394171051986,0.992402093935966,10.618276740274432,459.12792870702816,Good
30.965732566091063,71.55331254273946,12.60719732684155,19.96566870858289,26.23286628304553,13.172484128480866,1.4646879029785056,6.732356661085615,668.1452236869944,Moderate
28.789836882414743,82.7118883090553,28.242471677428554,41.01111972893777,26.474592206036863,0.851584168043797,1.390172519147004,5.568648051509216,494.65385699804125,Moderate
26.659357222782877,65.09400739062691,36.55897554324464,37.58447269888991,20.611958477116207,5.073304322480123,0.9873304322480122,12.827894199394494,357.6613993286238,Good
25.71983893355887,71.32100099911965,19.908131776768865,25.6845390965113,24.921000999119656,7.606702161191738,1.3859338433999042,9.465683861835654,323.62019298475735,Good
47.838985387532766,69.2981117807199,47.52325022686528,65.21506794331819,29.45138828409875,14.088855916287411,2.028759710343401,4.847352903047852,518.2695295490278,Hazardous
30.526046138588054,77.55532695289052,15.903106329114085,25.758106882422236,18.1773865901084,9.844772073600494,1.3752418676758484,9.482025890643328,374.9869440167051,Good
37.54515123671802,73.76156807086954,6.7651399565206844,21.28494958776066,25.90362828663782,15.34610308051815,2.0593337093399113,5.543426637680457,399.3390819967919,Poor
27.084606107887865,69.53235112702127,6.944137049746844,15.8538183236636,18.330847806443536,8.749849667942225,1.3347444355017857,8.802104648808825,400.83764137760494,Good
26.104617086684968,65.37203364636534,6.024668434573975,9.223876933999408,14.916621512065888,4.70395750287283,1.2097361664751445,13.49604249712717,241.09761840419648,Good
27.446003361892373,77.44341462219455,20.697082856386164,29.807109411261383,26.81746437005263,10.78011109220757,1.760380100856771,5.172837478988173,619.2716252101183,Poor
25.17040176656882,62.627665723334275,4.497372438039328,11.20691643083357,25.81576537176404,3.9720630734810447,1.0755602649853233,11.147024912107442,405.64180387599026,Moderate
26.630776215326534,75.80767135402039,56.3073347386685,61.58039420035216,32.224672793645404,10.218569371964275,1.579773225532907,4.79904108074745,548.7689513869386,Moderate
33.26156878858987,55.894211974943914,43.35134481258578,52.95855504825686,22.060815353506623,6.347542568916066,1.6021116727539924,9.21529363423038,481.7182783284742,Hazardous
36.058914457421764,91.2143826299067,17.405963529473514,26.708068304581815,29.52408156659144,10.219170424672079,2.0676330902836937,5.1968428373375515,746.5061870414256,Poor
24.67415366496039,64.30365027081062,7.140947900426486,14.62063585947586,16.87630261889094,5.203385340158437,0.9461848690554532,12.577539005118828,472.8060052675203,Good
31.23535830499102,97.72160769765576,5.452892059410143,25.70160077738915,38.79068753036677,15.494325279374227,1.5874354358989504,6.473954164642215,481.9472547372152,Poor
25.310741324066456,67.56881873999102,5.102142552046697,7.920411372109559,23.99354378002694,7.635466364102375,1.5555877736211934,7.903242391903014,427.70989855870687,Poor
30.603079724055057,68.02962669794111,14.820773913654545,26.856162292853522,35.600386387878586,11.404233198203993,1.7266924258585727,5.716154327571963,449.3654754283475,Moderate
32.40022330242356,68.1685694272333,13.109183539164093,25.0542568159467,33.56674110080785,8.351493372790088,1.544208653120243,6.300802512000935,584.3406141119308,Moderate
24.568345996437735,77.74425454977236,13.563862830001927,23.76815734019388,31.214004322184813,13.206347437166007,1.5166198741341756,8.704388838313882,396.40148695824246,Good
37.94375348171503,78.87696891975837,62.464177904759005,64.77371059826132,30.976968919758374,19.287506963430065,2.1672053583792503,3.0680878905554856,573.6347053301905,Poor
28.224864145545595,75.55679133853536,20.64145087068644,33.92368165691635,27.1302012865429,11.740843684206148,1.523787152046735,9.096452534112249,463.31320006509463,Moderate
20.427602562738464,64.87917949809228,8.58328200763083,11.001185798538598,13.449846022892489,4.679653817507731,0.9279890977215451,10.496134650169182,594.280768821539,Good
27.776463878767768,61.59920405653081,14.271006335431291,20.92512800817063,27.233371353649304,8.0007959434692,1.3325923951639829,9.828197721099508,357.7885170917537,Good
24.434294851231314,77.25628957314768,54.13569635196263,72.85879316957207,42.766405899134334,11.385917412684163,1.5903605692117435,5.229607451478648,576.8589702462633,Good
23.81523251305967,55.02073726057274,12.033778821828179,16.979476361007183,13.798236291355618,2.146579393501197,1.0010155008706447,10.757616256529833,280.76617176460684,Good
31.212511803968212,79.52573897556523,87.45450111243268,98.99804276060496,47.62583340731094,18.83753541190464,2.440610066801333,7.5,804.576730508895,Hazardous
41.46166724608302,86.94665305309081,22.832901749404034,45.71054628669954,40.60383646163994,13.409267466152894,2.1588822268647756,5.29872117945335,576.4281659145088,Hazardous
30.622832907247247,72.26712041874377,20.963923860434207,27.21232679890561,21.170319412305716,8.076712528924853,1.1339270262622982,10.06712285399615,329.0502698988306,Good
34.93095210936391,108.57523603116567,50.14428392180179,66.94761687491125,34.30651977883114,16.453113762027765,1.558937724759445,5.3989377247594454,556.5659284252504,Moderate
29.271725652807753,70.11871857515796,5.741596289624448,14.422540883971676,31.398201122424744,7.416919697582706,1.4441540151208647,7.205621186388969,563.9280448969898,Moderate
29.596149420840526,90.41219741081645,62.3459299118836,84.0296283447462,31.40115282766098,12.86765044288666,2.038459768336209,7.121950647295887,630.5981076555264,Poor
26.728582021688236,63.56375096190004,18.60915494929708,22.602679258500032,20.84026792585,4.688314095838236,0.9570115424970583,10.61429101084412,330.0383350820586,Good
41.59187069406599,71.5023056876009,9.464630366428292,21.947016870237942,51.03807940221637,22.02764440868148,2.1312740681135796,4.029403374047588,613.4891847679505,Poor
30.290310124679408,66.4841410463874,4.188925856776464,10.721426759192079,20.980860758443814,3.7875415888735224,1.0793078660485291,10.036773960666938,465.50015366983865,Hazardous
33.112539368957215,57.133982249185195,7.21392307980252,15.849021850036124,31.188023667753072,8.645405097094004,1.1744011833876535,7.597213473565064,395.04179789652403,Moderate
35.83317674841557,69.94668885189272,30.815573828521366,69.70015007235969,29.83064526861807,16.41207020554591,2.1604710643530045,7.190226396874948,657.735956201587,Good
37.28252231525559,69.33296485969232,16.48218993684366,30.293584045836226,25.36504463051118,18.24828584543426,1.7393750235042191,7.015873696203466,346.54535610392065,Good
37.46362394364479,69.44737481740125,21.046688536736603,28.65410100414058,27.338195018229378,15.932549882593317,1.991875436878236,5.132155112154726,643.8836658839555,Hazardous
27.794853154140824,62.94032536882428,6.5251277831443595,13.5122120781169,23.82087892571382,4.0676378518620755,1.198708429497254,9.825928590813954,262.74265770704125,Good
31.219581890866124,65.50188248571018,11.394467838497615,19.885228353388943,26.252699653807866,10.465646462522823,1.6715418357785814,9.532661553467722,401.2589361742991,Good
35.377421747620176,61.55401707324651,41.618625507577555,54.40366819069382,22.058796240042625,5.8622578252379824,1.7039472967359697,9.313226524286053,461.90235060909305,Poor
31.903167789509787,64.30359943555698,4.067818517847082,14.519366442098042,24.03880482520395,18.68401717043534,2.2974441860898116,7.096832210490214,716.4902760381195,Moderate
44.9994815070131,96.95402657974589,48.474173896700705,66.19014443330974,30.5873873495501,16.95798526830452,2.202858318705894,3.8635817452364103,708.7343731192666,Poor
24.739215847673602,46.94908337959225,5.012779404900099,11.63852275118593,18.871537548571865,4.534251325633332,1.1248039619183996,10.121410408571355,302.2198048073527,Good
31.15685804456112,80.10812257779445,16.9792320898723,26.65792880135011,24.922374045311184,4.394674177869453,1.0592145111402802,10.824100044186089,526.7110951207785,Good
43.88585087945025,91.65651136468666,2.0922900358376233,7.634257049886974,37.50833472836084,13.586288668293978,1.5877724405822238,6.75953332783656,412.58657750149115,Hazardous
27.76836603990659,75.3561220133022,6.143720464608199,12.972972455740067,20.074566814253593,8.679015707997463,1.3591417256691463,8.58362212383094,408.08425221218937,Good
29.82461257270339,60.19567974260522,15.182020418266521,25.453392797923826,25.495984952360693,8.377700160871738,1.1936264373222434,8.733951639647305,523.2847501546496,Good
38.20544175544176,76.46205859435028,52.16075161387667,62.95043366189206,32.37059193830027,18.71177581490083,2.4182694498319512,5.807879853713186,613.7326885035221,Moderate
36.07957055202144,64.2064417196785,31.889979547166796,50.801804701075696,25.369161556876076,8.47239775121366,1.3392469325876755,6.549463190026793,441.1216769272603,Poor
29.492216260904936,74.18613080361408,20.475035446505316,26.948740498753487,28.746419492618074,8.47209171603869,1.3716812926852562,9.378177173329558,521.7817717332955,Good
34.12703657815993,70.81352899792594,7.243286368055433,19.96761286309178,21.616239081049525,8.383809108757385,1.5183793045488414,10.63512399214675,508.48669053341666,Poor
30.120823178399846,81.71451497946887,7.01058532404876,27.29149949413728,37.68727611339234,13.918043420818458,2.2192943117300827,5.067147874387848,527.3921406891598,Poor
31.040295450491758,74.13719580045394,11.319041936006482,14.836828637443931,20.863837416225344,9.916531466868415,0.8679557684304241,14.34213986596055,354.9424473570386,Moderate
27.96940905994113,55.2832287325867,25.516665631491122,31.53417635035967,32.1563288387508,9.55664574651734,1.452172994470242,5.573945193541533,544.9451314309998,Moderate
28.13919669297743,57.64841109705988,17.876266985012748,25.217353812160937,12.216172478304209,7.179102186268889,1.1361275840565261,10.960330773479884,368.99054932914623,Good
34.78088424331104,61.31911575668896,14.11274383779264,21.7505556375418,32.52825392140468,8.245566841555185,1.4485873039297656,6.333934278846153,558.7838984531772,Moderate
37.344362220723106,73.33591861164021,26.781224815520275,49.413903538359776,26.683928660493823,12.799592060670186,1.9739770409435624,4.704591811287479,611.7724491322751,Poor
23.9508414070621,82.70075087325382,19.204659704351865,27.885296616478236,25.034274141799592,10.060341883382373,1.3510432417190645,10.440590057487999,579.5402596769396,Good
31.707102341674123,74.11187769074516,5.295346014793839,20.6,32.64660053399404,8.672076088763038,2.220930797041232,10.672076088763038,569.6980977809241,Poor
37.276057600030164,83.94469846711118,1.4209360929069235,10.445760578054006,35.071467148378346,16.570315024552716,1.5293285326462511,7.5523852387087045,553.5432943482879,Moderate
29.943879202789702,61.38950720478235,13.816284341946218,27.96016354473592,28.577030819749787,17.23486263221512,1.7031675392317012,7.2090165705745815,350.35445565282765,Good
22.45824545947993,63.77836360346714,6.991041790877725,14.906292717074813,21.41649091895986,2.181029095514601,1.0005052724312042,10.791134544138684,441.3822006875368,Good
28.072464442730954,78.47653736742963,36.02974295314043,51.43371036974284,38.72275355572691,17.743641582626516,1.879498163951003,5.0306883889317255,610.7467183860233,Poor
50.6705242325988,60.81289063664768,61.17037452501341,73.47037452501341,43.358462319323515,7.466999492439717,1.9467169246386469,3.889445825884125,790.3535701645345,Hazardous
23.73531207114971,46.764687928850286,1.410514270315569,6.787425608409991,23.25196093248776,3.116297878992173,1.0683702121007828,10.417656035574854,529.1800701792073,Good
21.827865034164756,76.604549839205,18.781405721538253,23.087824634840445,22.59139170574181,10.658165141361415,1.0482292027331803,11.128431033099481,464.645840546636,Poor
27.03756221324665,74.40028440341325,12.672493694920698,16.622884749613924,23.68766886452662,10.52587098545309,1.718845097391307,8.612046732060127,535.6556622429914,Poor
28.923764263231938,66.74655899569204,9.374923970429663,19.16634984262359,25.686806102045633,14.677566561749058,1.2227395443965783,11.916501901764258,417.0034223556655,Good
22.545207252061665,58.81871378702037,8.583473034779518,13.881057610613144,16.283168231624206,7.485812258157065,0.9869056690570098,10.60475464754392,296.16450764431653,Good
30.93679797966835,72.46139433843015,47.61375119506697,56.24958080684931,24.552291865844495,4.7427372408549315,1.1421304093492202,8.971917331305734,405.56875597533485,Good
31.2328985050024,52.915948859759965,7.061785208410945,16.727130998982233,33.70270731660105,6.458675845684108,1.4361785208410947,9.860882769543927,641.889653807009,Good
26.270049216756554,66.04508904200254,9.672117739314094,15.907572695532957,21.409981216978874,5.9836467820577175,1.0942166956070645,13.176421217719959,227.45436173197737,Good
30.827714445412717,53.09503597379567,8.317683317681835,12.595035973795671,14.316339235808524,4.391830382095738,0.9977352656113836,12.262254426856394,345.16856663761837,Good
39.66216222683282,89.55621622268328,13.530198160258081,33.691027069709655,40.37610813526979,26.19066677833133,2.5204792832457463,3.33632431009678,803.3045060350433,Moderate
37.99357159624076,62.38568489088557,43.80225926277235,53.596631820189515,30.73456561667342,15.902895888843863,1.8466399679607866,4.158841644462455,456.5787634818117,Moderate
28.859190579257984,59.62657489053649,5.862270693110709,15.494412839363562,21.28268535594175,4.982665451021679,1.3415320949583323,6.2025468566238615,324.1125394095317,Hazardous
26.054393059976977,55.733495835247545,1.573009550582546,6.86163357564817,22.773524752010132,7.031331989251672,1.3688830105636658,10.607549636527745,543.0103040285517,Good
32.94650253896422,73.53638303272209,18.959438889934816,31.44606452467587,19.508403344435806,14.015398266507372,1.7710734985126326,7.964540185604209,552.6005436881901,Poor
38.3948618238461,52.44563255026918,13.816500233258724,26.300271426199256,27.413145901367127,15.320882200381098,1.277654871154195,5.737624825055957,309.84013584356666,Good
25.01611017683083,48.72319533655786,3.185875689575864,9.379738587284315,15.536507350112167,7.442418940302326,0.9893050600838627,10.979602826718663,419.0997307453928,Good
27.838338045232096,81.49206813989107,11.99329563814325,26.994901050126032,27.66043445651574,17.800377913730618,1.6505665820469893,13.383569409186245,666.9084064163893,Good
29.18746552244939,86.77792675408398,9.44059914183704,30.554921117969307,25.45595277746259,10.441807352440584,2.2296551919299628,8.14950898757702,448.45255433140954,Poor
29.24069806873472,64.37425000670845,5.611047103102081,10.780985508801958,15.572607492038516,6.491416668902815,0.883129348030257,13.548049513829456,376.61765703270174,Moderate
29.359322066532084,67.26767273923014,53.19086365829251,66.48925147595547,18.44146360247736,13.286978082956372,1.3105622216020538,9.011740340037631,344.5510588586491,Moderate
33.77872328991104,85.13155937846244,64.1199743170223,78.46146336427768,35.23676088945783,0.6567378935705448,1.8478723289911045,6.691725723854296,485.2529618163495,Moderate
36.48552752707781,75.4459382999759,17.35910346244273,24.89227331189464,32.47532682761384,18.80212416926644,1.9024673172386164,6.159150332293425,651.2084498072151,Poor
26.79427446212429,49.92748258180342,15.834221952037637,16.860559426265908,15.658269211115623,7.121118852531817,0.9173155609592473,13.84567302778906,540.3027971313295,Good
32.12971595172041,69.76439891822055,23.226694909959125,34.276169178338634,21.837860961724953,8.925039238365882,1.3589595110049957,9.079637474988646,513.2926869683167,Moderate
34.99266387321035,83.22749047184746,25.885327746420693,27.011119475323508,31.03559832392621,12.92146722535793,1.5061582984151294,8.953860994717097,573.0397627985612,Moderate
35.82094405507803,85.55474946619884,124.7522134299243,134.3818300300295,26.982949832941593,16.05533931219082,1.6561121008875619,4.716047127381181,633.6601793657246,Good
33.34976614454941,56.75505042540033,35.46927054146064,41.352970390388606,36.10233855450586,6.430261747638189,1.5059120362572864,5.990247801544388,501.39685696130647,Moderate
28.41604248746481,54.58280170446613,8.59082294819854,22.032154387680613,29.943643055620186,13.989667140129482,1.6034466003818724,7.455201136310755,350.1033285987052,Moderate
33.514964049691635,75.06927771080882,8.666284900870485,19.54603744646344,24.03670790906784,6.9985035950308365,1.6011971239753306,7.4629409833515385,563.7152231826256,Good
25.88435835394092,51.469668138467114,18.33931349349511,21.800928647146147,19.616105969632148,3.8819911691973212,0.9057345107736905,13.063030907809376,215.0,Good
27.62832434761651,42.84628842724256,20.56701181857617,24.39844538873089,18.14196879356051,2.91934373547983,0.8916925768544851,13.267703074179405,255.78066197522557,Good
32.11941843682232,76.58932150962605,18.756393414509155,37.735359524415514,23.676781123294266,12.314079191635354,1.6734466900420466,6.388105794976741,662.1869560754607,Moderate
25.57867521659896,77.93207736094121,3.702916123721928,16.201944082481283,19.822356948534782,8.131105319700564,1.5596111835037432,5.947569896898393,552.9107125715493,Moderate
30.397140052339346,75.19587999901574,7.42634860119616,16.735778046711708,32.16641656939885,4.9369531397819575,1.4480220896658733,10.006144696588098,362.80645697925524,Good
29.608687386413656,82.01459411280227,8.594265976780655,21.588661480938264,26.280189973486202,17.80590672638862,1.83058635505963,6.837055271964154,560.6294472803585,Poor
25.795564290931175,52.77598726448943,6.7125818643072455,8.886641379421956,23.697637092885742,2.906653563603239,0.9838138684824561,16.55188096977058,556.284484445794,Moderate
29.38800545818094,64.28515473036072,9.895449222662661,31.58337016219529,27.031263810823233,14.931263810823234,1.7408890258053913,5.450786635772326,565.6244310299816,Good
29.64959115954226,61.20233642916991,13.997546957253567,20.909930170442067,22.698364638169043,11.408469728975899,1.543095803297125,8.658936876221897,546.7207946353761,Poor
27.16608463822834,69.11920175997895,15.543141710730366,28.099749967413764,27.296009835591903,8.525935032955466,1.6876309046137652,12.2,546.7181985225425,Good
25.0776079246963,54.996064283496295,5.511922069766665,11.570042047618518,18.134658007751852,5.30794804651111,1.0006495982281483,13.29205195348889,427.54489817277783,Good
24.337768471011202,73.18462109842694,12.262549716853925,20.119043329438167,28.662788357752774,4.478485447190967,1.098772869752806,9.15609587775283,576.2892295550553,Good
26.655616836710596,76.90846727577105,22.451799033039926,34.50702804933911,25.044327135682536,8.863696292070227,1.2441892530836942,9.628887838179253,468.7393458707776,Poor
28.92770810818778,67.36766669224278,7.07229189181222,14.897370993492832,17.677866311549003,14.833806014372032,1.2832071564533492,5.609621469360047,585.270752947429,Moderate
27.13789017768572,61.4018004466417,14.429059982522716,25.882810103892744,25.2690400854445,9.955650053402811,1.5181480151469793,10.930009948539109,499.13100553447316,Poor
39.18005161151886,76.13087254026144,7.929576632748997,24.331892811703867,34.5262401823517,14.513949809156253,2.101460655215031,6.161797815949896,488.2655097537305,Hazardous
28.195810843681464,64.00395831403134,5.147425060229764,11.486587228966057,23.890891806428197,6.516641204130548,1.1218562650574413,10.06179855448564,461.75673010093993,Moderate
23.61926286132678,72.23586283632528,16.500588562550487,22.5248685604075,26.19653142887757,5.918302858469467,0.8779188573265416,10.47475999928567,257.76091442449814,Good
31.205028396358678,65.12563552320958,1.1844212695077685,14.395977282913059,24.39345378651405,8.31607227190843,1.6063814142656858,10.121612806122645,545.9144242797058,Moderate
30.010435512285607,87.77608878071402,21.578156764796947,34.400438309380434,20.47032313784567,6.849890422654891,1.419467266651209,6.743152569154704,690.1870744861733,Moderate
24.26314754919291,49.33232677833963,8.438793664009241,11.843750717188291,18.889654512930306,3.4237068141162883,0.9219181141648825,13.147413628232577,488.3491506260916,Good
31.320234444172815,63.11339378209399,19.84284495639313,38.81631330794947,45.22086320722891,8.375386267043963,2.1023697427836283,6.141843346025264,611.7693133521981,Hazardous
27.01658004841085,53.47085498789728,16.123713390339194,24.0865382087985,27.897024334350796,5.708030169437979,1.2521634552199625,9.112045254156968,282.39773729215153,Good
41.710558930262685,94.76935803881493,5.439551752700257,8.01776979439722,30.231405636229027,5.929042611070716,2.604873269877447,6.414742671461245,686.6605976131992,Good
29.45727370763646,61.15133987871341,8.44599398444755,14.009201521007064,24.55786164229366,8.497333863160957,1.0197033085538474,14.370618012419445,399.06836161790505,Moderate
23.58284062410926,65.33602879395049,15.820171004216899,23.08334256216362,18.79568678551669,9.923684570597421,1.115434090097417,11.515504706703446,435.71704504870837,Poor
31.65637811574642,52.36766619709156,10.43349720649849,21.36788086134966,21.759529080299924,13.403885039627355,1.5613490306566693,8.496114960372646,639.81675914474,Moderate
27.347032899657457,67.05115302080388,16.65806702554917,20.24811109613149,22.657626319725967,6.649043764023758,0.8331780260205525,11.584109869897237,545.7616480484586,Good
26.885780737629958,86.62355892579498,6.159622400993874,19.343515143593194,26.336528638608577,9.85231667327216,1.4008090113868483,7.654596861376174,655.3966618319565,Moderate
29.809273548436803,90.00551541885223,8.720301109146089,14.014035375175014,36.5957400218386,15.537594403826452,2.1494236114605743,5.541854381987845,627.0777127970152,Poor
24.020493096284667,61.466912429948025,1.188147861611603,7.679752106381715,17.935801617831572,7.0150616370355845,1.1904197036692477,16.651852474757384,408.6592489190274,Good
25.123038616624385,65.19947311032797,18.022516544583855,35.529327569268276,16.73717310277073,12.38691447556622,1.458063034055384,7.3534006947107,570.6021171939512,Poor
38.44166801598135,91.34114582486049,32.532964021467635,55.85094156319515,31.63999052768415,12.854454816303413,1.8831761362712052,3.9593290046811225,636.0890963260682,Moderate
32.84361962052156,75.27948666197977,8.98965447645555,29.049542600138363,22.70666007027141,24.79130636683343,2.0180960843288984,3.587061531974453,714.1385326774882,Poor
21.650925836681992,42.78428810268722,4.2969572767345365,8.104114829697743,15.114315105926412,6.156643199250989,1.0357054682220763,15.463595010729309,480.3558202333114,Good
25.254224601544067,48.41550796911868,6.8707665167273815,15.339786105404233,25.063743277611046,8.04014259639718,1.522641708224324,10.779215719815515,462.32085411216207,Good
28.876457198449973,62.4494458493424,2.7235428015500234,7.131390402066697,34.691810959957735,7.572419585016444,1.4292038586308131,6.192266212658522,431.70173151949285,Moderate
21.300938745836646,70.2121417785818,15.06541500555114,19.87943427580623,23.04548336755441,4.9258563891972855,0.9797196145948982,11.891588437846945,446.906496920103,Good
22.452393366948964,70.72467600183359,36.131208106347636,48.131208106347636,19.980957346779586,10.187437310107986,1.7693070658721155,5.682253339445266,683.597199449926,Moderate
33.514838318265845,71.8500825813317,7.192241829714952,30.402694717566405,29.44586665649338,13.239290682328125,1.7388869089844294,6.530354658835938,646.7655598356879,Hazardous
32.941381405629684,53.366435757247714,12.719770440875728,17.745517520750624,19.84735804462885,6.446131028710034,1.3330575923252705,8.941302185332223,513.7302590420629,Moderate
39.01280595667797,88.90390158641205,7.851245322113153,24.128939937458107,41.50414390857676,26.84637444704226,2.1171170475923615,6.3046285529061805,754.6654192301744,Good
28.574856372290792,58.71862810501339,11.359333265723325,17.86377941800925,21.822958977999512,7.691874338431319,1.0621502544859718,9.889612835855091,542.73399939151,Good
32.078024334178046,84.9142638006374,12.117249785930893,22.742211437046336,34.5356595015935,7.618836284990245,1.663437979361057,5.537945743769919,678.1283069711626,Poor
34.81154878769502,80.4610899615469,37.14885994788508,55.714361851345856,37.34832698846407,13.517856140963525,2.2208395111060755,3.428723702691716,555.4167902221216,Hazardous
30.625366273013164,47.522981764724506,9.463372698683587,13.482878603486125,16.627836749000473,4.168313650658206,0.9747802361921015,11.61804081274988,541.8580878759144,Good
21.488517565031987,74.39404991284648,7.6019179781783075,11.739365760760933,26.237447782582628,5.070641869469619,0.9169363217350748,10.778509934801438,322.0,Good
27.618617261635734,51.01423129062521,2.157958218916205,15.600478987799308,18.077054468351246,8.078376029754157,1.0293813479787257,10.16192290312493,454.0005770099751,Good
26.081866847982,64.24639938971912,24.102668347150264,32.545335367602945,25.50133417357513,7.510933589828198,1.3076533470425415,9.912799774461412,365.37600477611124,Good
21.646213523229786,71.08248472116537,1.3366521046305209,6.539839244163609,23.80956141859927,4.784064302334556,0.8901593569766545,13.758567186069847,386.2788047661585,Good
31.97716953890608,50.06694658804701,17.363639215077928,25.193167471562273,18.153416264218862,4.798237422265678,1.0499647484453136,11.313530323828147,279.10005168359504,Good
38.03299443281995,69.38178272638228,22.734401144155125,26.51598053022936,30.69210306962881,7.466395546255956,1.452165738803324,8.744738158222715,552.1720057207756,Poor
31.22035739818041,82.88442887781649,10.19846842985762,25.887619728481106,36.56573076015832,11.382833452484194,1.8265666904968385,5.470261615395529,750.2067667413003,Hazardous
42.75483215726211,76.14565638126392,75.12112799271706,98.59360066472247,36.726105253488456,17.154943406625623,2.0396067524572206,3.8457676306274338,553.4576763062744,Poor
48.93968260613569,63.246941375612344,26.945781953235223,39.26087025253919,37.87321216014451,14.068164825367406,2.459498846857446,3.974299975818501,515.167647770044,Hazardous
23.414955521792184,81.02991104358436,11.50121450954397,19.305959623966128,25.332890855567435,4.200550792895121,1.2456842275185676,12.452704415535504,219.29854581707502,Poor
31.812270052046777,68.94263482067885,36.4925561183517,41.75484191086391,30.46306392013624,8.275396934044732,1.3249174650979683,7.252476047060956,583.3515945809969,Moderate
25.125463435881393,55.044467661470925,9.179142030884897,16.740817958515066,19.78777950613122,6.64356968175578,1.0865258946252627,7.264427650870884,416.90340076609846,Good
32.2630413878225,72.02157540462551,45.098015292605496,55.646872998238,22.466587308370002,14.609976192510999,1.6992308396224,7.790023807489,430.19352622341,Poor
27.779732721358915,66.03873747865846,30.08930191966895,42.66828205301386,22.790054507682957,14.839113772665453,1.4877559348728189,9.842707929912896,672.1449974876291,Moderate
30.051109778711158,69.80898593207185,34.89160032422578,39.105302584496194,20.07083856115701,7.154408210550253,1.0866800276843807,10.435758302521188,411.13532749299077,Hazardous
31.66423506067394,79.40283119313193,101.30861086963534,113.5312808645853,26.288930257845912,11.698918528821952,1.7184073862491958,10.345546600101002,607.116691228629,Hazardous
23.269069830550922,56.915813785197535,4.004046734613263,9.605628113133019,21.37292998853643,3.4905117288814775,0.9832511547968831,12.30790689259877,475.2353410116855,Good
28.511782736453995,55.62752179270652,17.910566136427132,32.244218780161184,29.755043585413027,4.755608773955675,1.4709521982283411,13.789347640631295,362.10652359368703,Moderate
24.830880677681638,75.65388595631487,14.007150994117751,18.214819420328823,23.299482567906672,4.761450896107283,0.8692331573788923,11.915543825259487,345.9202111453293,Good
24.37829144443871,48.364886202400825,7.2764081542811585,14.514483872606208,27.056565635529402,4.609655915070805,1.0069440188957142,10.219568547772672,456.61924281674953,Good
26.76833404531889,49.40114090806557,11.45004850822202,18.693686212352585,24.715080135051142,6.547595948465705,0.9382564321636582,10.875400675255715,530.270518845006,Good
25.340820387388504,53.33055891229763,6.828594169375629,12.981667305715243,30.457175073282144,5.451028800602911,1.5955130737545435,7.014270553749581,416.89751790378244,Moderate
44.56400201731667,70.6037125325685,8.85411179289003,29.486207615367203,47.27779440194947,25.704471043119156,2.532891216272926,3.5194011935779512,889.5820358073386,Hazardous
25.89027350907437,58.55349570009097,15.184193805806991,22.048327693738155,22.14954415154272,8.023707998411798,1.0239817660617088,10.492705131805776,353.3525917604427,Good
