state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,target
24.1430963223277,35.46945609209363,415.0,0.0,0.0,0.0,297.54507677431167,88.26527195395319,50.58390796098166,272.2061087815813,77.61255241442133,23.13550906513177,182.82878669009492,85.79637394729086,8.22817294637993,11.048981869736455,8.775453256588643,2.982245467434114,2.2449093486822713,Yes
29.80964356402346,150.6665904592578,410.1667047703711,0.6904707470898427,0.0,0.0,253.7095749773555,141.35706120634765,43.13215151212715,160.76443105270118,109.64293879365236,13.662631404106058,144.04516678687693,108.64293879365236,6.4804730333121086,9.13331809185156,5.928587758730472,2.4647577677882806,2.309529252910157,No
38.7217223361179,97.59299477474191,415.0,0.0,0.0,0.0,147.5742544877248,129.71131106555285,25.086190229511544,119.85915814540547,96.7217223361179,10.188958872943493,169.17761576828514,110.14434446722358,7.611845762287966,9.205205635282532,4.0,2.481405521526283,1.0,No
6.584418550332494,108.51947681208438,510.0,0.8961046375831234,0.8961046375831234,32.25976695299244,151.1922264033364,104.48052318791562,25.706366802479934,244.21559857783765,62.519476812084385,20.76065055926049,153.72595385773906,126.03895362416877,6.916752342148589,10.902598811407934,4.0,2.945974411543224,1.1038953624168766,No
41.52944314208539,143.0271782850019,411.51585399958446,0.5022648570834916,0.5022648570834916,14.063415998337764,135.4112709438723,93.51585399958444,23.01840926588704,174.21670660087267,101.00452971416698,14.812168928645635,136.6887290561277,84.96376228666414,6.1467439399542885,10.54207300020778,2.5022648570834916,2.8478710343415177,2.511324285417458,Yes
23.78250036443761,109.46729200073447,415.0,0.0,0.0,0.0,158.36541599853106,113.27187454445298,26.921120719750277,210.40977087281408,103.20645854592193,17.884672920007347,186.56958327259372,93.9456250911094,8.391631247266718,9.445625091109402,3.0,2.5553187745995385,1.684791636296866,No
23.0,43.283354320483994,412.6491740121694,0.0,0.0,0.0,142.25621304826961,86.9775094442178,24.18454122450198,223.8037484259637,70.6566708640968,19.023658196916855,183.7508259878306,114.69415512373381,8.267466330872256,7.846327876674162,3.6791614198790024,2.1201651975661204,2.0074968519274012,Yes
22.951261712120246,50.56904590782965,510.0,0.0,0.0,0.0,149.64792598308176,93.98375390404009,25.44316366321986,206.5334342614876,101.02436914393988,17.56008988146445,116.15848594545571,100.04873828787976,5.227639990593487,9.557716895580961,2.008123047979959,2.5821119924747893,3.008123047979959,Yes
27.054265506477574,73.75971709068602,415.0,0.05426550647757311,1.0,31.48838955829816,195.87602177619,102.64336233806067,33.30070663992639,174.97438192757386,83.45734493522427,14.872632534571109,229.68215560012268,110.75971709068602,10.331549727797626,11.5,3.0,3.11,0.05426550647757311,No
48.92228306553149,104.92228306553149,510.0,0.0,0.07771693446850991,1.1657540170276488,103.30303287966943,84.24347095149616,17.56620472180593,193.3725568604232,84.94292336171274,16.434250210144484,213.8570134735295,111.60109517956683,9.620570766382873,11.412447342466512,3.92228306553149,3.0822830655314903,2.76684919659447,No
45.399290559605475,71.60425664236716,410.7950339172383,0.0,0.0,0.0,162.70461136256444,119.60070944039452,27.66078038443398,203.81056444275282,105.60070944039452,17.321198332354186,204.34737818010308,101.60070944039452,9.192333436985427,9.999645279802738,3.0,2.7019077727487115,1.0,No
0.23396437327046182,155.6744843502324,510.0,0.0,0.0,0.0,124.04382590506702,95.73551853456382,21.088491093317618,103.28177448433007,79.98982763594476,8.783905055529807,189.44068945622095,82.1627578248838,8.521831025529941,13.064396725806668,4.0,3.5303362541475245,1.020344728110475,No
3.8931877659274736,83.13919215431777,408.0,0.0,0.0,0.0,202.82910042548397,52.372161569136445,34.482649343076964,228.0378886569606,104.81875545210019,19.38388559042943,252.2394869016045,107.71194321802766,11.348835152925906,11.612951968098095,3.0,3.135794760641795,1.0,No
26.402796751065587,36.41800157206504,408.0,0.0,0.7612001048043359,23.597203248934413,218.61060267251054,71.6267988471523,37.16360845485082,131.801561184289,81.71639968558699,11.200752100612162,111.22560398256476,97.55240282971707,5.001652179215414,8.001479779910895,4.7612001048043355,2.163727941309572,1.238799895195664,No
29.031519051239165,100.92518280202052,510.0,0.0,0.2795288361799535,6.42916323213893,191.1728432024057,78.03151905123916,32.498662873245145,156.227952883618,116.3661251296606,13.282795288361799,223.33893589309545,73.76376931056038,10.050273764262666,9.680324922203638,6.3228269829202794,2.6170105559779024,2.440942327640093,No
33.884517150066856,117.38469958565699,510.0,0.0,1.0,23.67304183930959,160.43427998379968,109.28870712483287,27.274366030717395,281.6209650954856,135.78852468924273,23.938253162403793,228.02309656998662,114.82677572510028,10.26250091217795,11.813460836786193,4.538433471447672,3.1926921673572384,1.865391632138082,No
39.186684808622,105.18668480862199,510.0,0.2711050637926681,0.0,0.0,169.2946467105158,83.10226455345132,28.781818835723893,129.04742735240455,92.56005442586599,10.967989114826803,161.25291670655372,89.23541646723136,7.255778987241466,5.196431140343869,3.728894936207332,1.402663038275601,3.0,No
48.260962521564,69.39251278033194,415.0,0.7390374784360043,0.0,0.0,212.24909029327034,87.91443782345993,36.08282342481283,166.2279156656157,86.43422487061602,14.12978620040281,267.54449148504756,100.4759369609001,12.037871635566358,8.456577512938399,3.2609625215639957,2.2817540034502395,3.0,No
40.19104533443761,185.95373266928934,411.6671646676329,0.0,0.0,0.0,55.677314535514284,116.09402866432008,9.4640001870366,195.25134694056635,88.9522386663906,16.596507773948968,174.04910593621827,102.80895466556238,7.832447826796419,7.671044399254612,5.380596665976492,2.075134226465136,0.9522386663905971,No
43.319394689486856,120.6430834931436,412.96677229680034,0.0,0.0,0.0,145.7349453488676,135.77599430594222,24.778521631508408,207.47963396666322,118.73847248857267,17.639914117716604,261.74726508629755,82.51876090868477,11.775434003835446,10.527011573976711,2.0,2.842583586074169,1.2904611004570932,No
15.071495653266314,72.25512695692748,510.0,0.8265286956209624,0.17347130437903757,5.724553044508241,226.96020695656856,95.74487304307252,38.58336782609476,231.76024452239767,114.82652869562096,19.70051363483848,76.72146747889447,92.30611478248385,3.449593600028715,16.316312347595122,4.520413913137112,4.403057391241925,1.6530573912419249,No
33.180199481227774,73.44753108532035,510.0,0.0,0.0,0.0,120.1649575098933,93.50296761774908,20.430496243002683,211.4021844532385,128.95049870306943,17.97213914484609,240.94475310853204,128.99406476450184,10.843603989624555,13.686336658020462,3.1366334197953716,3.695900997406139,0.13663341979537136,No
29.524171116630672,153.25276294456444,408.61153296940245,0.0,0.9126381472282215,19.16540109179265,193.934358312635,92.39778964434845,32.9662777224118,214.6076310074514,84.0,18.240279678412527,86.10331553347731,109.51484850287977,3.8756491990064794,9.045545449136071,4.174723705543557,2.4405593568250543,0.08736185277177855,No
39.44483381955271,102.64955316897931,510.0,0.0,0.0,0.0,159.03941359493123,119.16932422872709,27.03508615309003,145.15280650573396,105.5787629275803,12.335988552987388,180.53185560862957,99.3858419517202,8.127439401575113,10.15787629275803,2.6023596747133007,2.745433678068808,0.39764032528669924,No
39.30755785790728,96.93848842841854,408.0,0.0,0.5307557857907278,13.799650430558923,141.62372649353748,113.63093057051127,24.076748794401905,186.75676711517244,86.65377892895364,15.87544822793282,168.76010487083232,95.06151157158146,7.594235474973245,10.838488428418545,2.9384884284185446,2.923391875673007,2.4077326426278165,No
30.321225591845327,126.29216701227412,410.35028417141655,0.33575488163093437,0.0,0.0,173.29112430447245,111.02905857957121,29.457498396405207,205.8409982547121,122.67877440815467,17.49782060653216,209.79330369794027,75.97820606532159,9.437877440815466,11.80217939346784,2.335754881630934,3.190581171591424,1.0,No
46.5936047953011,52.45203596475821,510.0,0.0,0.29680239765054717,3.8584311694571127,196.0575018593841,62.4063952046989,33.32999450170939,170.44107668405337,88.70319760234945,14.485843116945711,196.29136399447765,70.10959280704836,8.835572571359718,12.339273046813414,2.0,3.328494129832573,0.7031976023494528,No
8.439269451655242,161.05740376726598,510.0,0.0,0.38851924654680303,8.547423424029667,184.2169733009646,67.65557739640408,31.316331384177793,217.25407698618721,88.71298116367008,18.46209654382591,159.14941949267694,87.10815397237442,7.161389434910102,10.716555773964041,2.388519246546803,2.891081539723744,3.222961506906394,No
33.28915807437701,128.2702258205386,410.92771048140577,0.0,0.0,0.0,191.713426054691,128.18244354486535,32.588537162360936,130.18244354486535,85.16351129102694,11.065507701313555,281.6716016192424,129.56282339167504,12.671222072865906,8.729259757113645,3.0,2.3553183787751704,1.0,No
36.98409048555933,165.72953825450855,510.0,0.0159095144406729,0.0,0.0,199.30249207995942,92.77726679783058,33.87940774407866,213.99135541985095,98.74544776894923,18.19374930117289,196.81590951444068,109.98409048555932,8.860636380577626,7.225455223105077,5.063638057762692,1.947000186353896,3.0,No
11.305999099123397,132.65299954956168,412.7145015765341,0.0,0.0,0.0,190.19825213958194,107.63249887390424,32.33433536260283,126.73280108105193,93.3470004504383,10.776135092339851,161.6429003153068,114.42900315306811,7.270410013513149,9.804251238705328,3.3470004504383013,2.646780333324343,3.6940009008766026,Yes
46.31138970652339,78.6394985282579,510.0,0.2622779413046782,0.0,0.0,266.47523500130774,81.6394985282579,45.303740838457095,162.8,107.78683382391404,13.84,139.28756573020428,101.0815044152263,6.270522485064626,8.437722058695321,5.2131661760859656,2.279184955847737,2.5245558826093566,No
36.5142380233779,80.90381712959518,415.0,0.0,0.0,0.0,153.84475906806702,95.95486211756732,26.155840638089096,221.1011814211079,112.41805515297307,18.79265979669998,147.018645863527,122.20902757648653,6.613954862117567,10.188124818837883,3.5819448470269255,2.750166618356769,3.0,No
33.76955868177635,31.926028135987195,510.0,0.0,0.0,0.0,148.7372680669524,91.07823472710542,25.288008402370576,169.01422393513002,140.11522065911183,14.36948783965083,236.27780844079615,65.26742725023004,10.632347041813162,10.810099055620123,3.5576103295559114,2.917823472710542,1.5576103295559114,No
44.014865513393474,113.61783861607216,415.0,0.0,0.0,0.0,126.26348751116169,84.59554034598196,21.465998823102844,157.55806748325887,90.78662103794588,13.391836479352671,209.98132612723384,78.98513448660653,9.451858189174184,12.744162343750173,3.5955403459819584,3.44111491350451,0.3970268973213056,No
15.15617331524678,95.9616328427732,415.0,0.0,0.0,0.0,146.38246431061398,103.74520410534664,24.884136738962397,203.7695767428525,134.0191835786134,17.320081140590187,284.32796396201826,87.4712246320799,12.79169947521181,10.686301026336663,3.6273979473266755,2.8884382668475324,0.3726020526733246,No
4.0,87.9746012467849,411.5222239090632,0.0,0.0,0.0,264.7971502310478,115.48412577924056,45.01650918958982,206.82047394938743,92.48412577924056,17.58249187312001,162.86126690134697,109.45872702602546,7.333253835716461,9.754127297397455,3.5031748441518884,2.636111195453161,0.0,Yes
44.58052115806894,102.8919977725976,415.0,0.0,1.0,27.0212160354942,208.0368360803127,103.43008685967816,35.3694019599338,264.19431158114014,79.31147661452867,22.454812048984824,216.7226612472552,107.97878396450581,9.752584365257931,7.673095545645973,5.139826280643686,2.069026057903447,1.0,No
2.2441162020254453,156.39946287604164,414.8446533259838,0.0,0.0,0.0,179.0951586806308,94.06657714600694,30.450154783325225,178.21136475298033,96.93342285399306,15.144021484958335,169.14229980679397,76.4895752139468,7.607558837979746,7.586550289809021,3.0221923820023133,2.0533020011024288,1.0,No
31.39137946310874,103.04396651020681,413.9349140604403,0.15215513422281468,0.15215513422281468,5.629739966244145,224.55189598649767,97.19612164442964,38.173430938241495,282.68301807394266,113.1301718791194,24.02851300168779,252.73219743947965,117.45646540266844,11.370633582880588,11.460948436264179,3.8478448657771853,3.0965431469859914,1.0,No
40.963884698459815,70.5111206892347,413.0361153015402,0.0,0.0,0.0,130.9360937507621,91.52499461230548,22.263135937629553,210.90722306030804,100.63334051692603,17.92633340516926,262.9430522630756,89.59722521538585,11.830138739230707,11.036665948307396,2.841664870768492,2.979777586215306,1.7194450430771693,No
41.8363657732731,88.6545369069076,415.0,0.0,0.0,0.0,181.71681535041313,115.42728020645585,30.896817701013553,186.56227844350553,118.79545721659137,15.862773213419631,220.3777262576953,95.5090973198193,9.913681770101356,10.602271391704312,6.8363657732731005,2.8674087329767555,0.9590914433182751,No
21.33983925253122,159.88021432995836,410.84679169247573,0.0,0.0,0.0,150.2301058366089,103.98048224240634,25.538304623168525,206.90946550347434,99.55989283502082,17.586211252322812,162.78216610571775,104.11978567004164,7.320807501548543,13.473261890013877,4.0,3.640780710303747,2.8133690549930614,Yes
14.426283272809526,80.68911600090478,510.0,0.0,0.0,0.0,187.54936312755237,103.24681563776193,31.887244298229525,208.74390207217618,100.0,17.747018534498572,226.80607887199523,97.01601709033332,10.20948669087619,10.301929673171436,3.573716727190475,2.782373578301907,0.42628327280952516,No
27.81776730603869,162.4696278843398,415.0,0.0,0.0,0.0,76.00679509303954,101.89483750358283,12.921685537932381,142.33101933582503,94.51404614943651,12.0985233180656,162.5488600916064,93.74069710849454,7.317524634411439,8.58340932722624,3.469627884339782,2.3191116346980656,2.5911163469806544,Yes
31.019579840743756,34.74507258249432,415.0,0.0,0.0,0.0,240.870552341317,86.80394193400454,40.94881741979864,176.2323456860109,100.55880443687074,14.98225427827111,185.68823911262584,93.26471733787756,8.357157028213788,11.756859435724262,4.274507258249432,3.1760775403873014,0.36274637087528383,No
35.573580158751035,52.31981488093672,415.0,0.0,0.0,0.0,125.65689521821692,128.01506111125727,21.35899200197781,298.27195632947416,117.57358015875104,25.351309220247334,191.167437996097,102.58864127000831,8.600301222225145,11.802549424593257,4.0,3.185434579362365,1.786790079375519,No
42.99497498330691,110.55164720923871,413.18388240307956,0.0,1.0,39.40554629011367,275.67809424800686,102.26447038768173,46.86571934993524,172.01310258690458,96.07053795121598,14.617632610628867,191.11561509525112,62.924437032090935,8.599294620487841,10.081611759692043,2.0377814839545314,2.7192946204878403,2.2216638870341017,No
0.6837128559740062,51.68922142910272,510.0,0.06215571417945509,0.0,0.0,147.47332900141325,84.55389285448638,25.06952808595443,181.2705747148489,80.98898285374256,15.412029928619244,154.916287144026,103.50275428656435,6.969543700052067,8.436742571194802,5.689221429102725,2.277293428507673,2.87568857164109,Yes
17.000075782428326,84.46141604376963,415.0,0.0,0.0,0.0,253.3615297174121,101.3075349134181,43.06999848435144,172.52318826495238,105.84627043450512,14.661547905194913,264.05384323913734,101.61544873897782,11.886153729565496,8.423097326038395,6.384627043450511,2.277697845638993,2.3846270434505112,No
3.47954768341226,12.0,408.67136675677716,0.0,0.0,0.0,245.42793515431333,116.75317602312812,41.72122852391668,251.84372468724177,117.56135694976322,21.4030043270256,277.7447158609292,89.32863324322284,12.49970403281518,11.828772861004737,3.383638146729808,3.1976727629345962,1.095909536682452,Yes
6.518531003597866,40.74540938624333,415.0,0.8101836245502667,0.0,0.0,243.02590969532278,120.32871462814813,41.31402501545397,196.48704515233862,88.152754368254,16.703519205197882,166.72500842742855,85.8611017473016,7.505555930107936,7.85694491263492,6.050918122751334,2.1251853100359788,0.8101836245502667,No
26.78740993623997,88.95402644749936,415.0,0.0,0.0,0.0,111.74424578262632,77.0172776987432,18.996090743375227,151.9821363468839,117.93674874875614,12.918559188663252,150.1816406722441,131.98272230125679,6.761150843474735,10.895402644749936,3.954026447499353,2.9438506611874837,1.4770132237496765,No
40.6527495935278,65.23539495077483,415.0,0.0,0.0,0.0,168.5065119298177,114.64106555414767,28.64647764655424,194.78431225499546,94.61769747538742,16.552604771927076,168.4395700727165,98.86477646554239,7.577713041505014,10.285309242616226,3.370618485232452,2.7794157980309935,1.876460504922516,No
10.187770259260136,98.77467568888784,510.0,0.0,0.0,0.0,215.00515134518568,103.01877702592601,36.54793205975935,218.2413341309252,120.8685608185179,18.5465744264629,272.3521432577766,109.88733784444392,12.258827669574021,9.606571959074104,3.0187770259260134,2.591783817462971,1.9906114870369933,No
39.64268295423345,46.49878067963417,415.0,0.6426829542334533,0.0,0.0,242.5523167086951,88.06951249656798,41.2375365234324,197.96609839954368,114.3548784050349,16.83097568100698,173.802926368878,87.42926818306618,7.8215609547825755,14.563780567277014,5.642682954233454,3.9312927043020935,1.2853659084669067,No
12.647709020504303,129.0,415.0,0.0,0.0,0.0,214.92480302596286,83.7045819589914,36.537346056217785,187.46998393804378,114.25908360820172,15.937930467517319,212.77266886561375,107.57504015489053,9.57327009895262,5.767930087475767,9.481832783596557,1.554470665422558,2.0,No
37.85768730602867,65.82210913253584,412.7496824048166,0.0,0.0,0.0,201.1719185754258,119.92884365301434,34.20151205359107,158.88665799711637,102.75095278555018,13.509008877639229,221.0321473942169,93.64294788433811,9.95,7.900127038073357,3.0,2.1343201960484826,1.3570521156618875,No
25.047099372257478,125.99215010462376,510.0,0.0,0.6640500348745846,12.616950662617107,143.00361861896644,112.6483502441221,24.310943265294046,166.7799093792324,97.64050034874585,14.177284447339376,257.3739357916531,69.38304933738289,11.583971535920822,12.2,3.0,3.29,1.6640500348745846,No
15.206565311994794,96.16611379505183,410.4021884373316,0.0,0.0,0.0,250.34164478536786,83.02950933028497,42.56076595306606,254.12294401829018,121.5978115626684,21.604950241554665,186.07463487116843,78.56830223238343,8.375059663421244,8.749834138515551,2.3136604464766863,2.3664257080689133,1.9704906697150295,Yes
15.075965199763147,133.04505165877475,415.0,0.0,0.0,0.0,174.95327079890504,132.0,29.742906742719743,244.9360413270198,80.89575856466408,20.82016775423202,175.40424143533593,121.19434475288544,7.889690864590116,9.622525829387381,4.597172376442723,2.60033550846404,1.8507069058893193,No
37.77141279835034,100.20000849319597,415.0,0.0,1.0,31.62856172206175,177.43713108799986,95.05715741690737,30.167140855175234,238.67714552643304,103.0285787084537,20.29085736125361,164.61999235612362,99.08573612536107,7.410285362424738,11.165718289649528,1.6857191389691253,3.0125725084206305,2.3428595694845624,No
11.891235692101334,145.836853538152,408.0,0.0,1.0,34.89123569210133,240.42930319986587,117.82576656313957,40.87118798561798,235.87824713842025,109.163146461848,20.051520594868357,167.3006876090561,102.24973681972179,7.524873339433182,9.626082379473422,3.684794051316444,2.6015205948683553,1.0,No
41.60212453693951,128.40849814775805,410.78512824142337,0.0,0.3978754630604847,9.151135650391149,121.94698161913185,102.0,20.730588999789354,200.29526731319595,105.40849814775807,17.028995597084716,235.1615165286262,103.77450555672581,10.585171430593588,8.68619050989315,6.397875463060485,2.346282060355848,1.1936263891814543,No
30.80452957358663,104.4807542681459,415.0,0.0,1.0,36.791699085683895,165.09230170725837,92.53207621975685,28.068716951209726,226.84905716481762,84.46792378024315,19.282052878064437,195.34166018286322,97.0,8.789615085362918,8.609282652319148,1.7403771340729475,2.325765938992097,3.2596228659270525,No
30.007867218390334,42.947655356321455,510.0,0.3534039540229609,0.0,0.0,270.60390256551807,114.7670197701148,46.00531003218405,222.14054381609304,81.29319209195408,18.88256271448285,216.6353093517252,57.526172321839276,9.745679238620736,10.935340395402296,2.6465960459770392,2.9506021186206888,0.6465960459770391,Yes
5.531817025419533,94.67500272579682,413.23409148729024,0.0,0.7477273553271762,16.450001817197876,222.304771645214,124.9909094213087,37.792567997620395,306.9554561644126,122.46818297458047,26.091227409843114,198.05954510762587,112.0,8.915409076041108,6.729546197944585,5.981818842617409,1.8169774734450381,3.0,No
30.098126397091217,84.9754684007272,415.0,0.0,0.0,0.0,209.50240818264285,74.60124906860585,35.61305970331644,194.22082937073966,91.0245315992728,16.507359479781844,146.72693978191566,84.52765427078744,6.603862602453356,13.42823382780594,2.6503122671514636,3.6229482896411795,2.0,No
40.40386256228576,86.32145904424499,415.0,0.0,0.0,0.0,162.94781110524085,83.92575150987733,27.701210291408984,204.44068653178783,83.43133040163269,17.376540758720004,228.88626608032655,110.16480703608156,10.299450643213062,9.238454975085695,4.0,2.4953004397550966,1.4862660803265375,No
36.56574303807368,66.56574303807368,415.0,0.9819059599197367,0.018094040080263274,0.6513854428894774,120.39698568576868,58.18094040080263,20.464596130821157,235.20084384489093,87.90952979959869,19.997008397675447,95.09638119198394,129.62002515831446,4.279819059599197,11.351146091783288,10.94571787975921,3.0667913507414077,1.9819059599197368,No
26.0,144.53834804964643,415.0,0.0,1.0,28.599704929080715,197.79233039007073,138.92330390070714,33.62369616631202,149.0265192801385,97.52300882978786,12.664492634396879,196.7392918297937,101.81592936169714,8.850737453900999,10.592330390070714,4.0,2.8629292053190927,2.0,Yes
25.05504210172117,121.55042101721169,415.0,0.0,1.0,21.165126305163508,126.82840417652322,82.67898955869194,21.559718625805505,210.89899360061958,100.67898955869194,17.930084203442338,193.49626204115316,128.55966318623064,8.705134523411358,10.533949477934597,2.1100842034423377,2.842386527449226,1.0,No
25.559717142365326,48.07844428300929,414.0204950008607,0.0,0.0,0.0,142.97985857118266,81.53922214150464,24.307575957101054,207.38699585539692,130.9420507178514,17.62931443556551,228.85561814219318,88.53922214150464,10.294982321397832,12.083957571354798,10.580212143226007,3.262388685694613,1.8600707144086686,No
40.25940380386693,125.80123308321724,409.97697832838355,0.0,0.0,0.0,241.4376774873628,111.3054471470998,41.04309972570457,211.13891057058004,101.34306236256754,17.948242547548336,184.22846881871624,111.10668023031704,8.293368969464813,11.190791331353427,6.870298098066533,3.0218191066125253,1.0,No
38.46012874898115,91.9202574979623,415.0,0.0,0.0,0.0,218.36168880704915,101.0797425020377,37.11871716157285,92.73464594030183,112.77451719132068,7.881869743989429,175.1697500371848,93.45096561735863,7.884216203392448,12.477451719132068,3.0,3.367836803229432,1.615032187245288,No
28.0,147.12579561091786,408.8805692764249,0.12579561091784797,0.0,0.0,206.98566118629918,97.01272977468557,35.186813992892695,165.30366871881188,128.62897805458925,14.051752125737224,245.2292784817768,81.23249655980734,11.037562758014449,7.850318244367139,4.125795610917848,2.1225795610917846,1.0,No
8.346122811024314,119.73142096848942,415.0,0.0,1.0,33.2885701614149,201.25787541495654,120.09592108268235,34.21387718897569,121.17681755748266,97.90327200394981,10.300375615197051,113.63836843307294,102.30775437795137,5.111726579488282,13.673142096848942,4.0,3.692709997716141,2.673061405512157,No
32.96558806789794,117.17274431685703,510.0,0.0,0.0,0.0,147.18609829588982,103.89642187552045,25.020671122233374,280.75199445914376,112.72401988683677,23.86381612206683,225.5794897720081,89.27598011316323,10.151042627808263,12.096558806789792,5.0,3.262415681810612,0.0,No
46.60271990831325,94.54798134366409,414.4246493740113,0.0,0.0,0.0,157.84794730382563,99.02736928232457,26.83547981343664,299.027403322163,99.34245642744153,25.416164896490717,217.7219294656981,100.726051877966,9.796986825956415,13.652052696174344,3.0821929465698092,3.6897254561807933,0.9178070534301908,No
13.416423243416508,102.0,408.0,0.0,0.0,0.0,162.98891850079423,86.3247407680089,27.709760843541872,216.12349203427618,96.71060318628952,18.371737986924902,184.64355557600666,110.68004236115365,8.312330582926013,10.922349203427618,6.1623703840044435,2.9492931209140316,2.741164011425397,No
21.838964490831735,38.28588560488974,415.0,0.0,0.0,0.0,257.84270295559924,96.446921114058,43.83479508824821,256.1284686370662,83.75029980855705,21.7715983627494,143.62207101833653,114.78528598777565,6.464493195825144,7.607237082689357,2.410735700611218,2.0546681267212366,1.8214714012224351,Yes
37.589504694069134,93.6959433936079,415.0,0.0,0.0,0.0,179.79679953753214,93.93412736438222,30.56243396383526,242.73732782685008,108.34797169680395,20.62981391481285,80.33159670721254,93.04391509041186,3.6153889155067556,8.28243396383526,2.3260141515980246,2.2386490570227355,1.6520283031960494,No
47.210817580461566,95.41979048466655,415.0,0.7369391934871884,0.0,0.0,262.9846959674359,92.31530403256406,44.70639831446411,164.6617695331332,110.2649054827694,13.998303575880502,204.8608471950049,63.266750159025975,9.221475062968707,10.010264177584592,5.0,2.7020343887543525,0.7891824195384349,No
4.257297464284932,85.0,414.9590663125001,0.005847669642839337,0.0,0.0,195.52281560982195,104.01754300892851,33.23988450133938,182.9766044723212,121.0292383482142,15.556490913303552,324.84326790624954,110.0,14.616432436607123,8.60584766964284,8.988304660714322,2.3215788708035663,0.011695339285678674,No
37.400287135487254,36.325681946782225,413.7747487564487,0.8249641080640933,0.0,0.0,254.29397515856576,112.94978464838456,43.23175052571263,143.54189342628317,114.55093319033358,12.199698674531653,212.52324296307327,90.32424626934596,9.562783379500393,10.424964108064092,2.52510767580772,2.812740309177305,4.0,No
23.744159798647257,27.537820226521838,413.0261398238163,0.0,0.0,0.0,139.03726442284076,96.30811984898544,23.636462871983603,204.95061223658948,102.51445942111086,17.422764219883582,198.69160224917403,92.1045592952654,8.944071211074402,11.81045592952654,4.7180199748309075,3.18851498112318,1.4360399496618141,No
39.889203804980596,89.89772658921287,408.0298297448129,0.0,1.0,29.008522784232262,150.15582423672132,108.98721582365161,25.52946029049781,264.71363645477163,103.02130696058066,22.501150575871357,178.37528392572645,97.01278417634839,8.028892038049806,5.81661942925291,4.004261392116131,1.5744744617219375,1.0,No
46.289556642881436,83.97685961603803,408.62163793747874,0.0,0.0,0.0,135.2085049303432,95.91119458036017,22.989268227319062,166.48067610091744,79.24327587495749,14.148724260448525,158.54277952599398,123.53283251783893,7.136791870540269,7.7,4.822389160720359,2.08,1.8223891607203586,No
44.650563567211336,98.14868500984022,510.0,0.0,0.0,0.0,208.52785844459694,79.80676280653599,35.452635559870004,170.93902315016703,65.04830929836601,14.527917343475671,170.16618349114378,98.25281783605666,7.659554478163762,12.44052599606391,2.5501878557371107,3.3581427703602045,1.5501878557371107,No
37.947575087078555,195.7030862528091,408.0,0.0,0.0,0.0,225.9279278016853,95.85154312640455,38.40964728539325,184.7934589428371,86.94757508707856,15.703581565252811,226.56724648637638,86.24889776685389,10.192488977668539,9.689955910674156,5.825330669943833,2.619737875435393,3.724889776685389,No
16.951337634230896,68.9513376342309,413.852257586688,0.0,1.0,24.27926403803433,137.5972824370835,108.68829438478627,23.392718198294684,136.9378344085577,106.13152162472231,11.642306016722653,215.9443227239936,104.34414719239314,9.71639632019017,10.208285925895321,4.1639632019017165,2.757729089597442,2.672073596196567,No
6.518682245954986,32.569649309909046,409.50622741531834,0.0,0.0,0.0,246.004195545754,84.22763017568214,41.819434645538536,193.86840382684537,90.83579171890858,16.47759914993681,211.91007863865005,89.79727948559118,9.532276301756822,8.550622741531834,2.5696493099090487,2.3108833155586406,2.0,No
30.94529707167989,64.66564351398414,413.57447196678396,0.0,0.2036468618880073,5.498465270976197,196.60030694580476,119.42552803321605,33.42264488706303,151.20213037674876,98.44376234265609,12.854468318007036,219.77811882867195,93.81458744755203,9.892978878671357,7.162917489510406,3.203646861888007,1.9348023096153615,1.7963531381119928,No
18.542901158495557,96.94279845533926,411.53336756771876,0.0,0.0,0.0,140.4856482622567,70.9046640922321,23.884084038560573,158.60190671815536,92.03813436310716,13.480190671815537,191.67997945936875,97.44756525072765,8.624094308876204,10.747616602305802,2.495233204611605,2.9043803165995086,1.4952332046116048,No
20.61629839857413,80.14693621805219,409.02855352636533,0.0,0.1469362180521937,2.497915706887293,148.17388496764863,103.5020842931127,25.188001253154425,209.63920387738767,65.73468109026096,17.821552733905033,204.97834509705407,86.88161730831317,9.227305125040356,9.926531890973903,2.440808654156581,2.680898291653215,1.8530637819478062,No
35.502683329804185,135.12905716100704,415.0,0.0,0.0,0.0,274.54490167337207,101.49731667019581,46.67199081066322,206.24784046963634,89.50268332980419,17.53327880896923,289.88116522528946,99.35752618997202,13.047579856568111,10.15241499682377,2.0,2.737794522952446,2.0,Yes
11.67007850995802,128.1800120784551,510.0,0.0,0.0,0.0,106.60198671369942,121.21493054888329,18.12169776548581,183.19446104698235,84.67007850995802,15.575496678424853,227.26158968252898,95.0,10.225304046282451,3.4515353294811097,0.5900060392275401,0.9322095419795134,1.4750150980688503,No
29.978394895876452,54.06481531237064,415.0,0.0,1.0,29.0,146.79737629277346,104.61728408329884,24.95544748824025,118.46172840832989,63.14814775010349,10.069151235728864,251.74552404287692,87.42592612494826,11.324197501674256,8.77422827398981,8.893518468762936,2.366743794487661,1.8935184687629358,No
